Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	QCHeLa10ng_ColTT1_BackFlush_02 Spectral Count	QCHeLa10ng_ColTT1_BackFlush_03 Spectral Count	QCHeLa10ng_ColTT1_BackFlush_05 Spectral Count	QCHeLa200pg_ColTT1_BackFlush_02 Spectral Count	QCHeLa200pg_ColTT1_BackFlush_03 Spectral Count	QCHeLa200pg_ColTT1_BackFlush_04 Spectral Count	QCHeLa10ng_ColTT1_BackFlush_02 Unique Spectral Count	QCHeLa10ng_ColTT1_BackFlush_03 Unique Spectral Count	QCHeLa10ng_ColTT1_BackFlush_05 Unique Spectral Count	QCHeLa200pg_ColTT1_BackFlush_02 Unique Spectral Count	QCHeLa200pg_ColTT1_BackFlush_03 Unique Spectral Count	QCHeLa200pg_ColTT1_BackFlush_04 Unique Spectral Count	QCHeLa10ng_ColTT1_BackFlush_02 Total Spectral Count	QCHeLa10ng_ColTT1_BackFlush_03 Total Spectral Count	QCHeLa10ng_ColTT1_BackFlush_05 Total Spectral Count	QCHeLa200pg_ColTT1_BackFlush_02 Total Spectral Count	QCHeLa200pg_ColTT1_BackFlush_03 Total Spectral Count	QCHeLa200pg_ColTT1_BackFlush_04 Total Spectral Count	QCHeLa10ng_ColTT1_BackFlush_02 Intensity	QCHeLa10ng_ColTT1_BackFlush_03 Intensity	QCHeLa10ng_ColTT1_BackFlush_05 Intensity	QCHeLa200pg_ColTT1_BackFlush_02 Intensity	QCHeLa200pg_ColTT1_BackFlush_03 Intensity	QCHeLa200pg_ColTT1_BackFlush_04 Intensity	QCHeLa10ng_ColTT1_BackFlush_02 MaxLFQ Intensity	QCHeLa10ng_ColTT1_BackFlush_03 MaxLFQ Intensity	QCHeLa10ng_ColTT1_BackFlush_05 MaxLFQ Intensity	QCHeLa200pg_ColTT1_BackFlush_02 MaxLFQ Intensity	QCHeLa200pg_ColTT1_BackFlush_03 MaxLFQ Intensity	QCHeLa200pg_ColTT1_BackFlush_04 MaxLFQ Intensity	Indistinguishable Proteins
sp|Q14331|FRG1_HUMAN	Q14331	FRG1_HUMAN	FRG1	258	Homo sapiens	1:Experimental evidence at protein level	Protein FRG1	0.9731	0.9987	1	2	2	2	1	1	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	1.1463272E7	1.2466428E7	9767176.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q14344|GNA13_HUMAN	Q14344	GNA13_HUMAN	GNA13	377	Homo sapiens	1:Experimental evidence at protein level	Guanine nucleotide-binding protein subunit alpha-13	1.0	0.9981	5	6	6	15	3	3	0	0	0	0	3	3	0	0	0	0	5	5	2	2	0	1	2.279104E7	1.9759348E7	2.2929816E7	0.0	0.0	0.0	7959068.0	7022542.0	7850005.5	0.0	0.0	0.0	
sp|Q14376|GALE_HUMAN	Q14376	GALE_HUMAN	GALE	348	Homo sapiens	1:Experimental evidence at protein level	UDP-glucose 4-epimerase	1.0	0.999	4	14	14	14	5	7	2	0	0	0	5	7	2	0	0	0	5	7	2	0	0	0	8.2515184E7	8.1645288E7	8.0581656E7	0.0	0.0	0.0	2.9761298E7	3.212028E7	2.9475536E7	0.0	0.0	0.0	
sp|Q14432|PDE3A_HUMAN	Q14432	PDE3A_HUMAN	PDE3A	1141	Homo sapiens	1:Experimental evidence at protein level	cGMP-inhibited 3',5'-cyclic phosphodiesterase A	1.0	0.999	7	9	8	9	4	5	0	0	0	0	4	4	0	0	0	0	4	5	0	0	0	0	4.7825824E7	5.8207664E7	8.1750904E7	0.0	0.0	0.0	2.2437618E7	2.242063E7	2.3165758E7	0.0	0.0	0.0	
sp|Q14444|CAPR1_HUMAN	Q14444	CAPR1_HUMAN	CAPRIN1	709	Homo sapiens	1:Experimental evidence at protein level	Caprin-1	1.0	0.999	14	61	61	61	16	17	12	6	5	5	16	17	12	6	5	5	16	17	12	6	5	5	4.45559328E8	4.69994848E8	4.652008E8	2.97049344E8	2.40992016E8	2.63928512E8	6.5851072E7	6.0120388E7	6.9330056E7	7.2790872E7	6.491554E7	7.4344256E7	
sp|Q14498|RBM39_HUMAN	Q14498	RBM39_HUMAN	RBM39	530	Homo sapiens	1:Experimental evidence at protein level	RNA-binding protein 39	1.0	0.999	14	61	55	61	16	16	12	5	6	6	15	15	11	4	5	5	16	16	12	5	6	6	6.672983E8	6.6218586E8	6.0297606E8	1.7673568E8	2.83113376E8	2.20276528E8	8.2259968E7	9.2649568E7	8.7999232E7	6.3206908E7	7.694192E7	6.3239388E7	
sp|Q14527|HLTF_HUMAN	Q14527	HLTF_HUMAN	HLTF	1009	Homo sapiens	1:Experimental evidence at protein level	Helicase-like transcription factor	0.9434	0.9973	1	2	2	2	1	1	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	4156012.5	3912469.5	2272831.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q14554|PDIA5_HUMAN	Q14554	PDIA5_HUMAN	PDIA5	519	Homo sapiens	1:Experimental evidence at protein level	Protein disulfide-isomerase A5	0.713	0.9819	1	1	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q14558|KPRA_HUMAN	Q14558	KPRA_HUMAN	PRPSAP1	356	Homo sapiens	1:Experimental evidence at protein level	Phosphoribosyl pyrophosphate synthase-associated protein 1	1.0	0.999	3	3	3	5	1	2	0	0	0	0	1	2	0	0	0	0	2	2	1	0	0	0	1.2635554E7	1.2458943E7	1.1563066E7	0.0	0.0	0.0	8147739.5	8209566.5	7463169.5	0.0	0.0	0.0	
sp|Q14562|DHX8_HUMAN	Q14562	DHX8_HUMAN	DHX8	1220	Homo sapiens	1:Experimental evidence at protein level	ATP-dependent RNA helicase DHX8	0.953	0.9978	2	1	1	4	0	0	1	0	0	0	0	0	1	0	0	0	1	1	2	0	0	0	0.0	0.0	669255.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q14566|MCM6_HUMAN	Q14566	MCM6_HUMAN	MCM6	821	Homo sapiens	1:Experimental evidence at protein level	DNA replication licensing factor MCM6	1.0	0.999	31	98	98	98	30	34	23	5	2	4	30	34	23	5	2	4	30	34	23	5	2	4	7.4751565E8	8.0591994E8	6.9994637E8	2.2227512E8	1.50562416E8	2.00961264E8	6.2588724E7	6.190524E7	6.1644988E7	6.3096828E7	7.3588216E7	7.5258256E7	
sp|Q14573|ITPR3_HUMAN	Q14573	ITPR3_HUMAN	ITPR3	2671	Homo sapiens	1:Experimental evidence at protein level	Inositol 1,4,5-trisphosphate receptor type 3	1.0	0.999	27	43	36	43	18	17	7	1	0	0	15	14	6	1	0	0	18	17	7	1	0	0	2.19883024E8	1.9977304E8	2.27239024E8	2.1286394E7	2.2070712E7	0.0	3.1258496E7	2.9411572E7	2.9044214E7	0.0	0.0	0.0	
sp|Q14624|ITIH4_HUMAN	Q14624	ITIH4_HUMAN	ITIH4	930	Homo sapiens	1:Experimental evidence at protein level	Inter-alpha-trypsin inhibitor heavy chain H4	1.0	0.9981	4	27	27	27	4	5	6	4	4	4	4	5	6	4	4	4	4	5	6	4	4	4	1.6899584E9	1.66221722E9	1.82014285E9	1.15552013E9	1.06182925E9	5.7577523E8	7.7948819E8	7.9904627E8	7.2148262E8	5.2076016E8	5.8649875E8	5.2416112E8	
sp|Q14643|ITPR1_HUMAN	Q14643	ITPR1_HUMAN	ITPR1	2758	Homo sapiens	1:Experimental evidence at protein level	Inositol 1,4,5-trisphosphate receptor type 1	0.998	0.99	6	3	3	10	2	1	0	0	0	0	2	1	0	0	0	0	5	4	1	0	0	0	9057291.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q14651|PLSI_HUMAN	Q14651	PLSI_HUMAN	PLS1	629	Homo sapiens	1:Experimental evidence at protein level	Plastin-1	0.9976	0.9941	6	3	3	28	1	1	1	0	0	0	1	1	1	0	0	0	8	8	4	2	3	3	1.0600777E7	1.3867157E7	1.1348576E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q14653|IRF3_HUMAN	Q14653	IRF3_HUMAN	IRF3	427	Homo sapiens	1:Experimental evidence at protein level	Interferon regulatory factor 3	0.9457	0.9974	1	2	2	2	1	1	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	2.7614866E7	2.5575402E7	2.9254886E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q14657|LAGE3_HUMAN	Q14657	LAGE3_HUMAN	LAGE3	143	Homo sapiens	1:Experimental evidence at protein level	EKC/KEOPS complex subunit LAGE3	0.9999	0.9979	2	3	3	3	1	2	0	0	0	0	1	2	0	0	0	0	1	2	0	0	0	0	2.0324916E7	1.9304666E7	2.1950922E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q14669|TRIPC_HUMAN	Q14669	TRIPC_HUMAN	TRIP12	1992	Homo sapiens	1:Experimental evidence at protein level	E3 ubiquitin-protein ligase TRIP12	0.9998	0.9964	2	3	3	3	2	1	0	0	0	0	2	1	0	0	0	0	2	1	0	0	0	0	5320991.5	3061729.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q14671|PUM1_HUMAN	Q14671	PUM1_HUMAN	PUM1	1186	Homo sapiens	1:Experimental evidence at protein level	Pumilio homolog 1	1.0	0.999	3	8	2	8	2	3	3	0	0	0	1	1	0	0	0	0	2	3	3	0	0	0	3.5995336E7	3.2752776E7	3.549258E7	0.0	0.0	0.0	1.3883181E7	1.3208129E7	1.3602375E7	0.0	0.0	0.0	
sp|Q14676|MDC1_HUMAN	Q14676	MDC1_HUMAN	MDC1	2089	Homo sapiens	1:Experimental evidence at protein level	Mediator of DNA damage checkpoint protein 1	0.8922	0.9945	1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	3591338.2	2149795.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q14677|EPN4_HUMAN	Q14677	EPN4_HUMAN	CLINT1	625	Homo sapiens	1:Experimental evidence at protein level	Clathrin interactor 1	1.0	0.999	11	26	26	26	10	10	6	0	0	0	10	10	6	0	0	0	10	10	6	0	0	0	1.0139356E8	9.5227968E7	1.20174792E8	0.0	0.0	0.0	2.404485E7	2.246898E7	2.3322338E7	0.0	0.0	0.0	
sp|Q14683|SMC1A_HUMAN	Q14683	SMC1A_HUMAN	SMC1A	1233	Homo sapiens	1:Experimental evidence at protein level	Structural maintenance of chromosomes protein 1A	1.0	0.999	40	97	94	97	32	39	24	2	0	0	31	38	23	2	0	0	32	39	24	2	0	0	9.4120883E8	9.7738214E8	8.1873312E8	4.0089624E7	0.0	0.0	1.47040928E8	1.5123592E8	1.58156784E8	1.3782344E8	0.0	0.0	
sp|Q14684|RRP1B_HUMAN	Q14684	RRP1B_HUMAN	RRP1B	758	Homo sapiens	1:Experimental evidence at protein level	Ribosomal RNA processing protein 1 homolog B	1.0	0.999	13	24	24	24	11	10	3	0	0	0	11	10	3	0	0	0	11	10	3	0	0	0	1.13224328E8	1.20798544E8	1.12188656E8	0.0	0.0	0.0	1.8989242E7	1.7966066E7	1.9957712E7	0.0	0.0	0.0	
sp|Q14690|RRP5_HUMAN	Q14690	RRP5_HUMAN	PDCD11	1871	Homo sapiens	1:Experimental evidence at protein level	Protein RRP5 homolog	1.0	0.999	28	51	51	51	17	23	10	0	1	0	17	23	10	0	1	0	17	23	10	0	1	0	2.76615456E8	2.54013248E8	2.51757136E8	0.0	4.0175236E7	0.0	2.8077464E7	2.7158428E7	2.8099408E7	0.0	0.0	0.0	
sp|Q14692|BMS1_HUMAN	Q14692	BMS1_HUMAN	BMS1	1282	Homo sapiens	1:Experimental evidence at protein level	Ribosome biogenesis protein BMS1 homolog	1.0	0.999	8	18	18	18	6	8	4	0	0	0	6	8	4	0	0	0	6	8	4	0	0	0	7.2555008E7	7.749172E7	6.8956728E7	0.0	0.0	0.0	1.9012428E7	1.952477E7	1.774977E7	0.0	0.0	0.0	
sp|Q14694|UBP10_HUMAN	Q14694	UBP10_HUMAN	USP10	798	Homo sapiens	1:Experimental evidence at protein level	Ubiquitin carboxyl-terminal hydrolase 10	1.0	0.999	11	18	18	18	8	9	1	0	0	0	8	9	1	0	0	0	8	9	1	0	0	0	1.2346708E8	1.75591472E8	1.05637728E8	0.0	0.0	0.0	5.6478728E7	5.8706656E7	5.4229308E7	0.0	0.0	0.0	
sp|Q14696|MESD_HUMAN	Q14696	MESD_HUMAN	MESD	234	Homo sapiens	1:Experimental evidence at protein level	LRP chaperone MESD	1.0	0.999	8	24	24	24	5	10	4	2	1	2	5	10	4	2	1	2	5	10	4	2	1	2	2.3394504E8	2.58768416E8	2.35319808E8	1.47346048E8	4.2424616E7	7.991584E7	5.4016332E7	5.2667948E7	5.5772276E7	6.0112484E7	0.0	5.9123716E7	
sp|Q14697|GANAB_HUMAN	Q14697	GANAB_HUMAN	GANAB	944	Homo sapiens	1:Experimental evidence at protein level	Neutral alpha-glucosidase AB	1.0	0.999	32	181	181	181	44	52	35	16	17	17	44	52	35	16	17	17	44	52	35	16	17	17	3.93733734E9	3.99883827E9	4.03002931E9	2.6510679E9	2.6931072E9	2.56975949E9	3.98673312E8	3.91008128E8	3.91908544E8	3.66073344E8	3.8239952E8	3.70008032E8	
sp|Q14728|MFS10_HUMAN	Q14728	MFS10_HUMAN	MFSD10	455	Homo sapiens	1:Experimental evidence at protein level	Major facilitator superfamily domain-containing protein 10	0.9809	0.9987	1	2	2	2	0	1	1	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0.0	3316091.2	2585180.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q14738|2A5D_HUMAN	Q14738	2A5D_HUMAN	PPP2R5D	602	Homo sapiens	1:Experimental evidence at protein level	Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit delta isoform	1.0	0.9989	9	13	11	13	5	6	2	0	0	0	5	4	2	0	0	0	5	6	2	0	0	0	6.2696536E7	6.0454148E7	7.2117984E7	0.0	0.0	0.0	1.5833851E7	1.5771482E7	1.7237306E7	0.0	0.0	0.0	
sp|Q14739|LBR_HUMAN	Q14739	LBR_HUMAN	LBR	615	Homo sapiens	1:Experimental evidence at protein level	Delta(14)-sterol reductase LBR	1.0	0.999	11	29	29	29	7	12	7	1	1	1	7	12	7	1	1	1	7	12	7	1	1	1	2.14727632E8	2.21781376E8	2.17399264E8	8.1858496E7	0.0	4.1005748E7	5.438304E7	4.890244E7	5.1074856E7	0.0	0.0	0.0	
sp|Q14764|MVP_HUMAN	Q14764	MVP_HUMAN	MVP	893	Homo sapiens	1:Experimental evidence at protein level	Major vault protein	1.0	0.9989	12	14	14	14	7	6	0	0	1	0	7	6	0	0	1	0	7	6	0	0	1	0	1.13107968E8	8.7850544E7	6.1949796E7	0.0	0.0	0.0	2.437086E7	2.4172022E7	2.3855504E7	0.0	0.0	0.0	
sp|Q14839|CHD4_HUMAN	Q14839	CHD4_HUMAN	CHD4	1912	Homo sapiens	1:Experimental evidence at protein level	Chromodomain-helicase-DNA-binding protein 4	1.0	0.999	27	66	41	66	25	26	15	0	0	0	16	18	7	0	0	0	25	26	15	0	0	0	3.9782224E8	4.09184736E8	4.78769984E8	0.0	0.0	0.0	5.0318396E7	4.934504E7	4.9630268E7	0.0	0.0	0.0	
sp|Q14847|LASP1_HUMAN	Q14847	LASP1_HUMAN	LASP1	261	Homo sapiens	1:Experimental evidence at protein level	LIM and SH3 domain protein 1	1.0	0.999	11	49	49	49	13	11	9	5	6	5	13	11	9	5	6	5	13	11	9	5	6	5	5.8980589E8	5.4913267E8	6.0875821E8	4.23760832E8	4.57605952E8	2.0899024E8	1.63215488E8	1.5359768E8	1.6084096E8	1.7270248E8	1.52125904E8	1.6483624E8	
sp|Q14914|PTGR1_HUMAN	Q14914	PTGR1_HUMAN	PTGR1	329	Homo sapiens	1:Experimental evidence at protein level	Prostaglandin reductase 1	1.0	0.999	9	34	34	34	9	14	5	3	1	2	9	14	5	3	1	2	9	14	5	3	1	2	3.15463872E8	3.17042656E8	3.0895584E8	1.31552E8	6.3958064E7	1.49969824E8	7.4181328E7	7.2553448E7	7.6190232E7	7.101276E7	0.0	8.1431048E7	
sp|Q14919|NC2A_HUMAN	Q14919	NC2A_HUMAN	DRAP1	205	Homo sapiens	1:Experimental evidence at protein level	Dr1-associated corepressor	0.9999	0.999	2	4	4	4	1	1	2	0	0	0	1	1	2	0	0	0	1	1	2	0	0	0	2.8317708E7	2.2926612E7	2.8582296E7	0.0	0.0	0.0	2.1323818E7	1.4776117E7	2.1963198E7	0.0	0.0	0.0	
sp|Q14974|IMB1_HUMAN	Q14974	IMB1_HUMAN	KPNB1	876	Homo sapiens	1:Experimental evidence at protein level	Importin subunit beta-1	1.0	0.999	31	179	179	179	45	49	42	13	15	15	45	49	42	13	15	15	45	49	42	13	15	15	2.10406208E9	2.00309939E9	2.19244083E9	9.5619322E8	1.14246515E9	1.20639475E9	1.66775344E8	1.6722992E8	1.68114192E8	1.44493808E8	1.61444752E8	1.57950736E8	
sp|Q14978|NOLC1_HUMAN	Q14978	NOLC1_HUMAN	NOLC1	699	Homo sapiens	1:Experimental evidence at protein level	Nucleolar and coiled-body phosphoprotein 1	1.0	0.999	17	65	65	65	17	16	12	7	6	7	17	16	12	7	6	7	17	16	12	7	6	7	8.6482835E8	8.1658291E8	7.6935693E8	3.5778288E8	7.6510592E8	3.84648832E8	2.24223184E8	2.08719056E8	2.10430928E8	2.134736E8	2.2319696E8	2.28477056E8	
sp|Q14980|NUMA1_HUMAN	Q14980	NUMA1_HUMAN	NUMA1	2115	Homo sapiens	1:Experimental evidence at protein level	Nuclear mitotic apparatus protein 1	1.0	0.999	66	148	144	148	44	61	39	1	0	3	43	60	38	1	0	2	44	61	39	1	0	3	8.3135859E8	9.5639955E8	1.01132262E9	3.5685876E7	5.5987908E7	1.61734464E8	6.1487492E7	5.8980656E7	6.044046E7	0.0	0.0	8.5471408E7	
sp|Q14C86|GAPD1_HUMAN	Q14C86	GAPD1_HUMAN	GAPVD1	1478	Homo sapiens	1:Experimental evidence at protein level	GTPase-activating protein and VPS9 domain-containing protein 1	1.0	0.999	28	58	58	58	24	22	12	0	0	0	24	22	12	0	0	0	24	22	12	0	0	0	3.60967968E8	3.53469984E8	3.24864096E8	0.0	0.0	0.0	2.8944082E7	3.100718E7	2.901671E7	0.0	0.0	0.0	
sp|Q14CX7|NAA25_HUMAN	Q14CX7	NAA25_HUMAN	NAA25	972	Homo sapiens	1:Experimental evidence at protein level	N-alpha-acetyltransferase 25, NatB auxiliary subunit	1.0	0.999	6	11	11	11	5	4	2	0	0	0	5	4	2	0	0	0	5	4	2	0	0	0	3.4225028E7	4.0539564E7	2.9991048E7	0.0	0.0	0.0	1.1230722E7	1.0301984E7	1.1837445E7	0.0	0.0	0.0	
sp|Q15003|CND2_HUMAN	Q15003	CND2_HUMAN	NCAPH	741	Homo sapiens	1:Experimental evidence at protein level	Condensin complex subunit 2	1.0	0.9989	7	13	13	13	5	6	2	0	0	0	5	6	2	0	0	0	5	6	2	0	0	0	1.66652336E8	1.9274368E8	4.6856084E7	0.0	0.0	0.0	5.8622488E7	5.5983988E7	5.625214E7	0.0	0.0	0.0	
sp|Q15005|SPCS2_HUMAN	Q15005	SPCS2_HUMAN	SPCS2	226	Homo sapiens	1:Experimental evidence at protein level	Signal peptidase complex subunit 2	1.0	0.999	6	18	18	18	7	5	3	1	1	1	7	5	3	1	1	1	7	5	3	1	1	1	1.31363552E8	8.0621864E7	1.296388E8	3.3973296E7	2.8095292E7	2.758548E7	4.270412E7	4.6111204E7	4.2992228E7	0.0	0.0	0.0	
sp|Q15006|EMC2_HUMAN	Q15006	EMC2_HUMAN	EMC2	297	Homo sapiens	1:Experimental evidence at protein level	ER membrane protein complex subunit 2	1.0	0.999	2	5	5	5	2	2	1	0	0	0	2	2	1	0	0	0	2	2	1	0	0	0	1.6084656E7	1.5954818E7	1.5929944E7	0.0	0.0	0.0	1.1199181E7	1.1769909E7	1.1306226E7	0.0	0.0	0.0	
sp|Q15007|FL2D_HUMAN	Q15007	FL2D_HUMAN	WTAP	396	Homo sapiens	1:Experimental evidence at protein level	Pre-mRNA-splicing regulator WTAP	1.0	0.999	2	3	3	3	1	1	1	0	0	0	1	1	1	0	0	0	1	1	1	0	0	0	7618966.0	7455328.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q15008|PSMD6_HUMAN	Q15008	PSMD6_HUMAN	PSMD6	389	Homo sapiens	1:Experimental evidence at protein level	26S proteasome non-ATPase regulatory subunit 6	1.0	0.999	10	29	29	29	9	10	7	1	1	1	9	10	7	1	1	1	9	10	7	1	1	1	4.65625664E8	5.467961E8	2.68337648E8	4.376398E7	4.4113296E7	4.0224972E7	1.8437736E8	2.040256E8	1.956776E8	0.0	0.0	0.0	
sp|Q15018|ABRX2_HUMAN	Q15018	ABRX2_HUMAN	ABRAXAS2	415	Homo sapiens	1:Experimental evidence at protein level	BRISC complex subunit Abraxas 2	1.0	0.9969	4	5	5	5	1	3	1	0	0	0	1	3	1	0	0	0	1	3	1	0	0	0	1.17066184E8	1.18422144E8	1.1032524E8	0.0	0.0	0.0	1.17190544E8	1.07750056E8	1.02296952E8	0.0	0.0	0.0	
sp|Q15019|SEPT2_HUMAN	Q15019	SEPT2_HUMAN	SEPTIN2	361	Homo sapiens	1:Experimental evidence at protein level	Septin-2	1.0	0.999	13	39	39	39	10	16	10	1	1	1	10	16	10	1	1	1	10	16	10	1	1	1	2.00135088E8	2.50621296E8	2.16063376E8	4.946456E7	4.6862924E7	7.943324E7	4.5324568E7	4.4410344E7	4.3888268E7	0.0	0.0	0.0	
sp|Q15020|SART3_HUMAN	Q15020	SART3_HUMAN	SART3	963	Homo sapiens	1:Experimental evidence at protein level	Squamous cell carcinoma antigen recognized by T-cells 3	1.0	0.999	13	28	28	28	9	11	7	0	1	0	9	11	7	0	1	0	9	11	7	0	1	0	1.11678584E8	1.0477628E8	1.126592E8	1.60777936E8	1.56849808E8	0.0	2.3248676E7	2.2127358E7	2.3010254E7	0.0	7.387244E7	0.0	
sp|Q15021|CND1_HUMAN	Q15021	CND1_HUMAN	NCAPD2	1401	Homo sapiens	1:Experimental evidence at protein level	Condensin complex subunit 1	1.0	0.999	20	35	35	35	13	18	4	0	0	0	13	18	4	0	0	0	13	18	4	0	0	0	2.07482112E8	1.85392048E8	1.85100512E8	0.0	0.0	0.0	2.3861012E7	2.198564E7	2.2891062E7	0.0	0.0	0.0	
sp|Q15022|SUZ12_HUMAN	Q15022	SUZ12_HUMAN	SUZ12	739	Homo sapiens	1:Experimental evidence at protein level	Polycomb protein SUZ12	0.9533	0.9978	1	1	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	2812680.5	2955341.5	2823433.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q15024|EXOS7_HUMAN	Q15024	EXOS7_HUMAN	EXOSC7	291	Homo sapiens	1:Experimental evidence at protein level	Exosome complex component RRP42	1.0	0.999	6	12	12	12	4	5	3	0	0	0	4	5	3	0	0	0	4	5	3	0	0	0	5.548494E7	6.6223836E7	5.1186448E7	0.0	0.0	0.0	1.971476E7	1.8261874E7	1.6894102E7	0.0	0.0	0.0	
sp|Q15029|U5S1_HUMAN	Q15029	U5S1_HUMAN	EFTUD2	972	Homo sapiens	1:Experimental evidence at protein level	116 kDa U5 small nuclear ribonucleoprotein component	1.0	0.999	29	99	99	108	30	34	18	6	5	6	30	34	18	6	5	6	31	36	20	8	6	7	8.1578144E8	8.3664928E8	7.9283552E8	2.49408928E8	2.34559168E8	2.8696224E8	6.651236E7	6.7615064E7	6.7831808E7	6.7753976E7	6.8340504E7	6.7062748E7	
sp|Q15031|SYLM_HUMAN	Q15031	SYLM_HUMAN	LARS2	903	Homo sapiens	1:Experimental evidence at protein level	Probable leucine--tRNA ligase, mitochondrial	1.0	0.9988	5	7	5	7	1	5	1	0	0	0	0	4	1	0	0	0	1	5	1	0	0	0	3.3259018E7	3.9011728E7	4.3091456E7	0.0	0.0	0.0	1.0893642E7	1.0143509E7	1.1249296E7	0.0	0.0	0.0	
sp|Q15043|S39AE_HUMAN	Q15043	S39AE_HUMAN	SLC39A14	492	Homo sapiens	1:Experimental evidence at protein level	Metal cation symporter ZIP14	0.9997	0.9989	2	4	4	4	1	2	1	0	0	0	1	2	1	0	0	0	1	2	1	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q15046|SYK_HUMAN	Q15046	SYK_HUMAN	KARS1	597	Homo sapiens	1:Experimental evidence at protein level	Lysine--tRNA ligase	1.0	0.999	25	97	97	97	27	27	22	8	6	7	27	27	22	8	6	7	27	27	22	8	6	7	1.08483712E9	1.11547136E9	1.12983834E9	5.6090387E8	5.29084032E8	4.73734368E8	1.2001868E8	1.13721256E8	1.1593588E8	1.14898264E8	1.10895448E8	1.16413648E8	
sp|Q15050|RRS1_HUMAN	Q15050	RRS1_HUMAN	RRS1	365	Homo sapiens	1:Experimental evidence at protein level	Ribosome biogenesis regulatory protein homolog	1.0	0.999	13	37	37	37	12	12	10	1	0	2	12	12	10	1	0	2	12	12	10	1	0	2	2.54360768E8	2.623696E8	3.08334848E8	4.570442E7	0.0	7.1971072E7	4.2497656E7	4.2895876E7	4.514E7	0.0	0.0	4.510646E7	
sp|Q15054|DPOD3_HUMAN	Q15054	DPOD3_HUMAN	POLD3	466	Homo sapiens	1:Experimental evidence at protein level	DNA polymerase delta subunit 3	1.0	0.9989	6	11	11	11	3	4	4	0	0	0	3	4	4	0	0	0	3	4	4	0	0	0	9.4309792E7	9.698436E7	6.6515388E7	0.0	0.0	0.0	3.8830924E7	4.0464E7	3.4374888E7	0.0	0.0	0.0	
sp|Q15056|IF4H_HUMAN	Q15056	IF4H_HUMAN	EIF4H	248	Homo sapiens	1:Experimental evidence at protein level	Eukaryotic translation initiation factor 4H	1.0	0.999	11	37	37	37	10	9	8	4	3	3	10	9	8	4	3	3	10	9	8	4	3	3	5.5886477E8	5.5417254E8	5.14157472E8	3.1558608E8	2.84937472E8	2.72286912E8	1.43662112E8	1.46759184E8	1.30721424E8	1.19961096E8	1.09477536E8	1.05526048E8	
sp|Q15059|BRD3_HUMAN	Q15059	BRD3_HUMAN	BRD3	726	Homo sapiens	1:Experimental evidence at protein level	Bromodomain-containing protein 3	0.9961	0.9989	3	1	1	4	1	0	0	0	0	0	1	0	0	0	0	0	1	1	2	0	0	0	6528777.5	0.0	6760300.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q15061|WDR43_HUMAN	Q15061	WDR43_HUMAN	WDR43	677	Homo sapiens	1:Experimental evidence at protein level	WD repeat-containing protein 43	1.0	0.999	10	25	25	25	9	9	4	1	1	1	9	9	4	1	1	1	9	9	4	1	1	1	2.09009488E8	2.01380528E8	2.18613152E8	3.818624E7	4.1286948E7	3.92539E7	4.0484784E7	3.7583164E7	4.1231576E7	0.0	0.0	0.0	
