Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	10ngQCHeLa_50umC12_0min_1x_01 Spectral Count	10ngQCHeLa_50umC12_0min_1x_02 Spectral Count	10ngQCHeLa_50umC12_0min_1x_03 Spectral Count	200pgQCHeLa_50umC12_0min_1x_03_20230223123922 Spectral Count	200pgQCHeLa_50umC12_0min_1x_04 Spectral Count	200pgQCHeLa_50umC12_0min_1x_05 Spectral Count	200pgQCHeLa_50umC12_0min_1x_06 Spectral Count	20ngQCHeLa_50umC12_0min_1x_01 Spectral Count	20ngQCHeLa_50umC12_0min_1x_02 Spectral Count	20ngQCHeLa_50umC12_0min_1x_03 Spectral Count	2ngQCHeLa_50umC12_0min_1x_01 Spectral Count	2ngQCHeLa_50umC12_0min_1x_02 Spectral Count	2ngQCHeLa_50umC12_0min_1x_03 Spectral Count	2ngQCHeLa_75umC8_0min_1x_01 Spectral Count	2ngQCHeLa_75umC8_0min_1x_02 Spectral Count	Blank_50umC12_0min_1x_01 Spectral Count	Blank_50umC12_0min_1x_02 Spectral Count	Blank_50umC12_0min_1x_03 Spectral Count	10ngQCHeLa_50umC12_0min_1x_01 Unique Spectral Count	10ngQCHeLa_50umC12_0min_1x_02 Unique Spectral Count	10ngQCHeLa_50umC12_0min_1x_03 Unique Spectral Count	200pgQCHeLa_50umC12_0min_1x_03_20230223123922 Unique Spectral Count	200pgQCHeLa_50umC12_0min_1x_04 Unique Spectral Count	200pgQCHeLa_50umC12_0min_1x_05 Unique Spectral Count	200pgQCHeLa_50umC12_0min_1x_06 Unique Spectral Count	20ngQCHeLa_50umC12_0min_1x_01 Unique Spectral Count	20ngQCHeLa_50umC12_0min_1x_02 Unique Spectral Count	20ngQCHeLa_50umC12_0min_1x_03 Unique Spectral Count	2ngQCHeLa_50umC12_0min_1x_01 Unique Spectral Count	2ngQCHeLa_50umC12_0min_1x_02 Unique Spectral Count	2ngQCHeLa_50umC12_0min_1x_03 Unique Spectral Count	2ngQCHeLa_75umC8_0min_1x_01 Unique Spectral Count	2ngQCHeLa_75umC8_0min_1x_02 Unique Spectral Count	Blank_50umC12_0min_1x_01 Unique Spectral Count	Blank_50umC12_0min_1x_02 Unique Spectral Count	Blank_50umC12_0min_1x_03 Unique Spectral Count	10ngQCHeLa_50umC12_0min_1x_01 Total Spectral Count	10ngQCHeLa_50umC12_0min_1x_02 Total Spectral Count	10ngQCHeLa_50umC12_0min_1x_03 Total Spectral Count	200pgQCHeLa_50umC12_0min_1x_03_20230223123922 Total Spectral Count	200pgQCHeLa_50umC12_0min_1x_04 Total Spectral Count	200pgQCHeLa_50umC12_0min_1x_05 Total Spectral Count	200pgQCHeLa_50umC12_0min_1x_06 Total Spectral Count	20ngQCHeLa_50umC12_0min_1x_01 Total Spectral Count	20ngQCHeLa_50umC12_0min_1x_02 Total Spectral Count	20ngQCHeLa_50umC12_0min_1x_03 Total Spectral Count	2ngQCHeLa_50umC12_0min_1x_01 Total Spectral Count	2ngQCHeLa_50umC12_0min_1x_02 Total Spectral Count	2ngQCHeLa_50umC12_0min_1x_03 Total Spectral Count	2ngQCHeLa_75umC8_0min_1x_01 Total Spectral Count	2ngQCHeLa_75umC8_0min_1x_02 Total Spectral Count	Blank_50umC12_0min_1x_01 Total Spectral Count	Blank_50umC12_0min_1x_02 Total Spectral Count	Blank_50umC12_0min_1x_03 Total Spectral Count	10ngQCHeLa_50umC12_0min_1x_01 Intensity	10ngQCHeLa_50umC12_0min_1x_02 Intensity	10ngQCHeLa_50umC12_0min_1x_03 Intensity	200pgQCHeLa_50umC12_0min_1x_03_20230223123922 Intensity	200pgQCHeLa_50umC12_0min_1x_04 Intensity	200pgQCHeLa_50umC12_0min_1x_05 Intensity	200pgQCHeLa_50umC12_0min_1x_06 Intensity	20ngQCHeLa_50umC12_0min_1x_01 Intensity	20ngQCHeLa_50umC12_0min_1x_02 Intensity	20ngQCHeLa_50umC12_0min_1x_03 Intensity	2ngQCHeLa_50umC12_0min_1x_01 Intensity	2ngQCHeLa_50umC12_0min_1x_02 Intensity	2ngQCHeLa_50umC12_0min_1x_03 Intensity	2ngQCHeLa_75umC8_0min_1x_01 Intensity	2ngQCHeLa_75umC8_0min_1x_02 Intensity	Blank_50umC12_0min_1x_01 Intensity	Blank_50umC12_0min_1x_02 Intensity	Blank_50umC12_0min_1x_03 Intensity	10ngQCHeLa_50umC12_0min_1x_01 MaxLFQ Intensity	10ngQCHeLa_50umC12_0min_1x_02 MaxLFQ Intensity	10ngQCHeLa_50umC12_0min_1x_03 MaxLFQ Intensity	200pgQCHeLa_50umC12_0min_1x_03_20230223123922 MaxLFQ Intensity	200pgQCHeLa_50umC12_0min_1x_04 MaxLFQ Intensity	200pgQCHeLa_50umC12_0min_1x_05 MaxLFQ Intensity	200pgQCHeLa_50umC12_0min_1x_06 MaxLFQ Intensity	20ngQCHeLa_50umC12_0min_1x_01 MaxLFQ Intensity	20ngQCHeLa_50umC12_0min_1x_02 MaxLFQ Intensity	20ngQCHeLa_50umC12_0min_1x_03 MaxLFQ Intensity	2ngQCHeLa_50umC12_0min_1x_01 MaxLFQ Intensity	2ngQCHeLa_50umC12_0min_1x_02 MaxLFQ Intensity	2ngQCHeLa_50umC12_0min_1x_03 MaxLFQ Intensity	2ngQCHeLa_75umC8_0min_1x_01 MaxLFQ Intensity	2ngQCHeLa_75umC8_0min_1x_02 MaxLFQ Intensity	Blank_50umC12_0min_1x_01 MaxLFQ Intensity	Blank_50umC12_0min_1x_02 MaxLFQ Intensity	Blank_50umC12_0min_1x_03 MaxLFQ Intensity	Indistinguishable Proteins
sp|Q96EY1|DNJA3_HUMAN	Q96EY1	DNJA3_HUMAN	DNAJA3	480	Homo sapiens	1:Experimental evidence at protein level	DnaJ homolog subfamily A member 3, mitochondrial	1.0	0.999	7	26	26	26	3	2	2	0	0	0	0	5	3	6	1	2	2	0	0	0	0	0	3	2	2	0	0	0	0	5	3	6	1	2	2	0	0	0	0	0	3	2	2	0	0	0	0	5	3	6	1	2	2	0	0	0	0	0	4.678646E7	2.955427E7	3.6868888E7	0.0	0.0	0.0	0.0	5.8345368E7	3.9867252E7	5.7733264E7	2.919815E7	2.874126E7	2.5149398E7	2.8338112E7	2.197936E7	0.0	0.0	0.0	1.1458597E7	1.1485389E7	1.1197814E7	0.0	0.0	0.0	0.0	1.2608161E7	1.2277929E7	1.241709E7	1.0306935E7	1.0404203E7	1.081095E7	1.0742723E7	1.044889E7	0.0	0.0	0.0	
sp|Q96EY4|TMA16_HUMAN	Q96EY4	TMA16_HUMAN	TMA16	203	Homo sapiens	1:Experimental evidence at protein level	Translation machinery-associated protein 16	0.9999	0.999	2	13	13	13	2	1	1	0	0	0	0	2	1	3	1	1	1	0	0	0	0	0	2	1	1	0	0	0	0	2	1	3	1	1	1	0	0	0	0	0	2	1	1	0	0	0	0	2	1	3	1	1	1	0	0	0	0	0	1.2419354E7	1.1344996E7	1.3015012E7	0.0	0.0	0.0	0.0	6683922.5	1.3238865E7	8111462.0	1.1551587E7	1.8696194E7	1.0720329E7	1.4843291E7	0.0	0.0	0.0	0.0	9975800.0	9131082.0	1.0097948E7	0.0	0.0	0.0	0.0	6204741.5	9573268.0	7644415.5	0.0	1.249228E7	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q96EY7|PTCD3_HUMAN	Q96EY7	PTCD3_HUMAN	PTCD3	689	Homo sapiens	1:Experimental evidence at protein level	Pentatricopeptide repeat domain-containing protein 3, mitochondrial	1.0	0.999	6	24	24	24	2	2	1	0	0	0	0	4	6	6	1	1	1	0	0	0	0	0	2	2	1	0	0	0	0	4	6	6	1	1	1	0	0	0	0	0	2	2	1	0	0	0	0	4	6	6	1	1	1	0	0	0	0	0	2.2574694E7	2.1215158E7	2.318494E7	0.0	0.0	0.0	0.0	2.3695792E7	2.7271168E7	2.6965414E7	1.3142039E7	1.2047056E7	7571976.5	7943255.0	1.3726176E7	0.0	0.0	0.0	5674839.0	5333998.0	5500360.0	0.0	0.0	0.0	0.0	5556240.0	5860421.0	6010649.0	5111557.5	5487917.5	5179555.0	5434061.0	4556538.5	0.0	0.0	0.0	
sp|Q96EY8|MMAB_HUMAN	Q96EY8	MMAB_HUMAN	MMAB	250	Homo sapiens	1:Experimental evidence at protein level	Corrinoid adenosyltransferase	1.0	0.9986	3	8	8	8	2	0	1	0	0	0	0	2	1	2	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	2	1	2	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	2	1	2	0	0	0	0	0	0	0	0	5615025.0	4644937.0	8276294.0	0.0	0.0	0.0	0.0	8383592.5	8783752.0	8574116.0	6088180.5	7019746.0	5456559.0	1724839.5	6625203.0	0.0	0.0	0.0	3465251.5	2867103.5	3242217.0	0.0	0.0	0.0	0.0	3147265.5	2957904.8	2933822.0	3750858.8	4262962.0	3365676.5	0.0	3780647.5	0.0	0.0	0.0	
sp|Q96F85|CNRP1_HUMAN	Q96F85	CNRP1_HUMAN	CNRIP1	164	Homo sapiens	1:Experimental evidence at protein level	CB1 cannabinoid receptor-interacting protein 1	0.7878	0.9905	1	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1416267.4	1446731.2	1372192.9	0.0	0.0	0.0	0.0	1538929.5	1374992.6	1161619.4	0.0	1672921.5	0.0	0.0	1455672.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q96F86|EDC3_HUMAN	Q96F86	EDC3_HUMAN	EDC3	508	Homo sapiens	1:Experimental evidence at protein level	Enhancer of mRNA-decapping protein 3	0.9991	0.9986	2	2	2	2	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0.0	1.0903187E7	0.0	0.0	0.0	0.0	0.0	2.018704E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.472165E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q96FJ2|DYL2_HUMAN	Q96FJ2	DYL2_HUMAN	DYNLL2	89	Homo sapiens	1:Experimental evidence at protein level	Dynein light chain 2, cytoplasmic	0.9999	0.999	4	8	8	37	1	1	1	0	0	0	0	1	2	1	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	2	1	1	0	0	0	0	0	0	0	4	4	4	0	1	1	0	4	5	4	3	3	2	1	1	0	0	0	1.033365E7	1.5353998E7	1.6948944E7	0.0	0.0	0.0	0.0	1.7734108E7	1.901945E7	1.4571459E7	7381815.5	0.0	6781539.0	5283780.5	1.0033095E7	0.0	0.0	0.0	7325714.5	1.0409814E7	1.055345E7	0.0	0.0	0.0	0.0	1.0914866E7	1.1095717E7	0.0	0.0	0.0	0.0	0.0	7090826.5	0.0	0.0	0.0	
sp|Q96FQ6|S10AG_HUMAN	Q96FQ6	S10AG_HUMAN	S100A16	103	Homo sapiens	1:Experimental evidence at protein level	Protein S100-A16	1.0	0.999	5	59	59	59	6	5	4	1	1	1	0	7	7	5	4	6	6	3	3	0	0	0	6	5	4	1	1	1	0	7	7	5	4	6	6	3	3	0	0	0	6	5	4	1	1	1	0	7	7	5	4	6	6	3	3	0	0	0	9.4807328E7	1.02895048E8	9.8846176E7	4.5104172E7	4.5430928E7	5.3857632E7	4.8743188E7	8.4647336E7	8.9741248E7	7.5071016E7	8.441416E7	1.07052152E8	8.5794512E7	6.3782936E7	7.0000384E7	8.8501216E7	0.0	0.0	5.1322072E7	5.7215528E7	5.3648728E7	0.0	0.0	0.0	0.0	4.9651396E7	5.0904916E7	4.6980772E7	4.5610176E7	5.1241708E7	5.4976444E7	3.672878E7	4.1304732E7	6.4543768E7	0.0	0.0	
sp|Q96FV2|SCRN2_HUMAN	Q96FV2	SCRN2_HUMAN	SCRN2	425	Homo sapiens	1:Experimental evidence at protein level	Secernin-2	0.9714	0.999	1	2	2	2	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q96FV9|THOC1_HUMAN	Q96FV9	THOC1_HUMAN	THOC1	657	Homo sapiens	1:Experimental evidence at protein level	THO complex subunit 1	1.0	0.9986	5	14	14	14	3	2	0	0	0	0	0	4	2	3	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	4	2	3	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	4	2	3	0	0	0	0	0	0	0	0	2.648115E7	2.3705866E7	2.3983726E7	0.0	0.0	0.0	0.0	2.6330452E7	2.1862132E7	2.5565526E7	1.3691247E7	1.973418E7	1.1458054E7	1.1487166E7	6046521.0	0.0	0.0	0.0	8089109.0	8140724.0	8426927.0	0.0	0.0	0.0	0.0	8097093.0	7708957.0	7442269.0	7027767.5	6626101.5	7411575.0	7525443.0	0.0	0.0	0.0	0.0	
sp|Q96FW1|OTUB1_HUMAN	Q96FW1	OTUB1_HUMAN	OTUB1	271	Homo sapiens	1:Experimental evidence at protein level	Ubiquitin thioesterase OTUB1	1.0	0.999	9	95	95	95	11	9	8	0	1	1	0	11	12	10	7	8	8	5	4	0	0	0	11	9	8	0	1	1	0	11	12	10	7	8	8	5	4	0	0	0	11	9	8	0	1	1	0	11	12	10	7	8	8	5	4	0	0	0	1.5710976E8	1.51711296E8	1.57355536E8	0.0	2.038655E7	2.649298E7	4.6895692E7	1.61585184E8	1.59894032E8	1.49949408E8	1.37424272E8	1.39755856E8	1.31934056E8	1.49022848E8	1.40517584E8	1.14603448E8	0.0	0.0	3.175638E7	3.0431656E7	3.1076764E7	0.0	0.0	0.0	2.2004334E7	3.0635894E7	2.9407506E7	2.9536282E7	3.0858198E7	2.9720534E7	2.9339358E7	3.0130232E7	3.5072708E7	2.5380956E7	0.0	0.0	
sp|Q96G03|PGM2_HUMAN	Q96G03	PGM2_HUMAN	PGM2	612	Homo sapiens	1:Experimental evidence at protein level	Phosphoglucomutase-2	1.0	0.999	10	37	37	37	5	2	4	0	0	0	0	6	8	7	1	1	2	1	0	0	0	0	5	2	4	0	0	0	0	6	8	7	1	1	2	1	0	0	0	0	5	2	4	0	0	0	0	6	8	7	1	1	2	1	0	0	0	0	4.0897016E7	4.3834032E7	4.0403012E7	0.0	0.0	0.0	0.0	3.875858E7	3.9803576E7	4.1050512E7	2.89175E7	2.7911894E7	3.1210922E7	2.8504168E7	3.402676E7	0.0	0.0	0.0	7434502.5	7175763.5	7609208.0	0.0	0.0	0.0	0.0	7608158.0	6692759.0	6508956.0	8256887.0	8253507.0	7406014.0	7745681.0	7327818.0	0.0	0.0	0.0	
sp|Q96G21|IMP4_HUMAN	Q96G21	IMP4_HUMAN	IMP4	291	Homo sapiens	1:Experimental evidence at protein level	U3 small nucleolar ribonucleoprotein protein IMP4	1.0	0.999	3	13	13	13	2	1	1	0	0	0	0	1	3	3	1	0	1	0	0	0	0	0	2	1	1	0	0	0	0	1	3	3	1	0	1	0	0	0	0	0	2	1	1	0	0	0	0	1	3	3	1	0	1	0	0	0	0	0	1.0112258E7	9656208.0	8618399.0	0.0	0.0	0.0	0.0	1.0724306E7	9700389.0	1.1984783E7	5500750.5	4135461.8	4436752.0	4931216.5	4124017.0	0.0	0.0	0.0	5540721.5	6346607.5	5179078.0	0.0	0.0	0.0	0.0	5608878.5	4804632.5	5931049.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q96G23|CERS2_HUMAN	Q96G23	CERS2_HUMAN	CERS2	380	Homo sapiens	1:Experimental evidence at protein level	Ceramide synthase 2	1.0	0.999	3	27	27	27	2	2	3	0	1	1	0	3	3	3	2	2	2	1	2	0	0	0	2	2	3	0	1	1	0	3	3	3	2	2	2	1	2	0	0	0	2	2	3	0	1	1	0	3	3	3	2	2	2	1	2	0	0	0	2.55786624E9	5.006724E7	5.1803296E7	2.92325094E9	4.2213924E7	2.6643492E7	2.45831296E9	4.9008332E7	4.7708108E7	4.6850488E7	5.0022768E7	5.7466492E7	5.2622876E7	4.596514E7	4.6786556E7	1.73183731E9	8.2605414E8	0.0	2.76485184E8	5.7175412E7	6.004248E7	0.0	0.0	0.0	6.6694995E8	5.4012872E7	5.34066E7	5.1795628E7	5.4507352E7	6.2135592E7	5.5280576E7	5.3707144E7	5.6592544E7	5.30941728E8	0.0	0.0	
sp|Q96GC5|RM48_HUMAN	Q96GC5	RM48_HUMAN	MRPL48	212	Homo sapiens	1:Experimental evidence at protein level	39S ribosomal protein L48, mitochondrial	1.0	0.999	4	12	12	12	1	1	1	0	0	0	0	3	2	3	0	0	0	1	0	0	0	0	1	1	1	0	0	0	0	3	2	3	0	0	0	1	0	0	0	0	1	1	1	0	0	0	0	3	2	3	0	0	0	1	0	0	0	0	4347388.5	3.0311812E7	1.3840488E7	0.0	0.0	0.0	0.0	3.08219E7	2.4482858E7	1.9987944E7	0.0	0.0	1.1474081E7	1.8046124E7	0.0	0.0	0.0	0.0	0.0	1.0640144E7	1.0905946E7	0.0	0.0	0.0	0.0	1.0892819E7	1.0361819E7	1.1820188E7	0.0	0.0	0.0	1.3785431E7	0.0	0.0	0.0	0.0	
sp|Q96GC9|VMP1_HUMAN	Q96GC9	VMP1_HUMAN	VMP1	406	Homo sapiens	1:Experimental evidence at protein level	Vacuole membrane protein 1	0.998	0.9969	2	5	5	5	1	1	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	5357256.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5022305.0	5756639.0	5425289.5	4459824.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q96GE9|DMAC1_HUMAN	Q96GE9	DMAC1_HUMAN	DMAC1	116	Homo sapiens	1:Experimental evidence at protein level	Distal membrane-arm assembly complex protein 1	0.9704	0.9989	1	6	6	6	1	1	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	9134905.0	1.2918341E7	1.299771E7	0.0	0.0	0.0	0.0	8358980.0	0.0	1.2234851E7	7705898.5	0.0	0.0	8360039.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q96GG9|DCNL1_HUMAN	Q96GG9	DCNL1_HUMAN	DCUN1D1	259	Homo sapiens	1:Experimental evidence at protein level	DCN1-like protein 1	1.0	0.999	5	21	21	21	2	1	2	0	0	0	0	6	4	5	1	0	0	0	0	0	0	0	2	1	2	0	0	0	0	6	4	5	1	0	0	0	0	0	0	0	2	1	2	0	0	0	0	6	4	5	1	0	0	0	0	0	0	0	1.6939122E7	2.0289112E7	2.5756848E7	0.0	0.0	0.0	0.0	2.8740164E7	2.7921936E7	3.0490006E7	4174952.0	0.0	2084702.5	1.4608328E7	1.0354692E7	0.0	0.0	0.0	5049481.5	4948770.5	6462733.0	0.0	0.0	0.0	0.0	8243795.0	7953184.5	8756682.0	3791563.0	0.0	0.0	5537444.5	6293801.0	0.0	0.0	0.0	
sp|Q96GM8|TOE1_HUMAN	Q96GM8	TOE1_HUMAN	TOE1	510	Homo sapiens	1:Experimental evidence at protein level	Target of EGR1 protein 1	1.0	0.999	3	8	8	8	2	0	0	0	0	0	0	2	2	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	2	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	2	2	0	0	0	0	0	0	0	0	9971212.0	9385600.0	1.0456136E7	0.0	0.0	0.0	0.0	1.0981868E7	1.0689434E7	1.0832859E7	9970460.0	8483259.0	6379756.0	1.5036478E7	8062323.0	0.0	0.0	0.0	6698683.0	6344932.0	7524045.0	0.0	0.0	0.0	0.0	7987578.0	8262559.0	8573927.0	7025212.5	0.0	0.0	9655409.0	0.0	0.0	0.0	0.0	
sp|Q96GQ7|DDX27_HUMAN	Q96GQ7	DDX27_HUMAN	DDX27	796	Homo sapiens	1:Experimental evidence at protein level	Probable ATP-dependent RNA helicase DDX27	1.0	0.999	19	90	90	90	10	7	10	0	0	0	0	12	14	14	6	5	9	3	0	0	0	0	10	7	10	0	0	0	0	12	14	14	6	5	9	3	0	0	0	0	10	7	10	0	0	0	0	12	14	14	6	5	9	3	0	0	0	0	1.02954304E8	9.6568864E7	9.882348E7	0.0	0.0	0.0	2.0690894E7	1.17200632E8	1.12459528E8	1.1727488E8	8.085692E7	7.8156888E7	1.4228536E8	5.2293456E7	1.35070528E8	3.7082768E7	0.0	0.0	1.943148E7	1.7035328E7	1.8782842E7	0.0	0.0	0.0	0.0	1.885948E7	1.8418444E7	1.9008246E7	1.6990762E7	1.7654364E7	1.7738918E7	1.898399E7	1.8089156E7	2.7175682E7	0.0	0.0	
sp|Q96GX9|MTNB_HUMAN	Q96GX9	MTNB_HUMAN	APIP	242	Homo sapiens	1:Experimental evidence at protein level	Methylthioribulose-1-phosphate dehydratase	1.0	0.999	4	8	8	8	0	1	0	0	0	0	0	2	3	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	3	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	3	2	0	0	0	0	0	0	0	0	2187928.0	5471692.5	4715039.0	0.0	0.0	0.0	0.0	8082492.5	8263041.5	8347809.5	2487579.8	0.0	1968586.5	3241240.8	2524508.0	0.0	0.0	0.0	0.0	2489619.5	2857437.8	0.0	0.0	0.0	0.0	3528295.0	2875689.8	3444245.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q96HC4|PDLI5_HUMAN	Q96HC4	PDLI5_HUMAN	PDLIM5	596	Homo sapiens	1:Experimental evidence at protein level	PDZ and LIM domain protein 5	1.0	0.999	9	41	41	41	5	4	3	0	0	0	0	7	7	7	3	2	3	0	0	0	0	0	5	4	3	0	0	0	0	7	7	7	3	2	3	0	0	0	0	0	5	4	3	0	0	0	0	7	7	7	3	2	3	0	0	0	0	0	2.4852526E7	4.0808512E7	3.4127028E7	0.0	0.0	0.0	0.0	3.0601194E7	2.9351784E7	2.9668136E7	2.322702E7	3.6618712E7	2.1767448E7	3.374802E7	5831997.5	2487430.5	0.0	0.0	8086565.5	8097153.5	7603516.5	0.0	0.0	0.0	0.0	7013983.0	7476431.0	7365864.5	8318175.5	7857956.5	7545363.5	7170358.0	0.0	0.0	0.0	0.0	
sp|Q96HE7|ERO1A_HUMAN	Q96HE7	ERO1A_HUMAN	ERO1A	468	Homo sapiens	1:Experimental evidence at protein level	ERO1-like protein alpha	1.0	0.999	17	108	103	108	11	10	7	0	1	1	0	15	17	17	7	7	7	4	4	0	0	0	10	9	7	0	1	1	0	14	16	16	7	7	7	4	4	0	0	0	11	10	7	0	1	1	0	15	17	17	7	7	7	4	4	0	0	0	1.48008944E8	1.50249072E8	1.59611408E8	0.0	2.0095512E7	1.8822134E7	2.4846362E7	1.66379392E8	1.66672624E8	1.7042104E8	1.341432E8	1.40744832E8	1.31511592E8	1.39859776E8	1.43699888E8	9.0734272E7	0.0	0.0	2.185536E7	2.0804318E7	2.1393112E7	0.0	0.0	0.0	2.1134054E7	2.0599254E7	2.0104006E7	2.1136308E7	2.2436716E7	2.0930716E7	2.2075236E7	2.4068192E7	2.4797352E7	2.8938682E7	0.0	0.0	
sp|Q96HR8|NAF1_HUMAN	Q96HR8	NAF1_HUMAN	NAF1	494	Homo sapiens	1:Experimental evidence at protein level	H/ACA ribonucleoprotein complex non-core subunit NAF1	0.9718	0.999	1	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1149404.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q96HS1|PGAM5_HUMAN	Q96HS1	PGAM5_HUMAN	PGAM5	289	Homo sapiens	1:Experimental evidence at protein level	Serine/threonine-protein phosphatase PGAM5, mitochondrial	1.0	0.999	10	65	65	65	9	7	6	1	0	1	0	8	9	9	4	4	3	2	2	0	0	0	9	7	6	1	0	1	0	8	9	9	4	4	3	2	2	0	0	0	9	7	6	1	0	1	0	8	9	9	4	4	3	2	2	0	0	0	8.2747984E7	9.7295568E7	7.74892E7	0.0	0.0	0.0	2.7763244E7	8.4973464E7	8.8392064E7	8.4088112E7	7.1165784E7	6.6171944E7	6.631766E7	5.7523696E7	6.2423808E7	2.1618E7	0.0	0.0	2.2798004E7	2.3161336E7	2.2862236E7	0.0	0.0	0.0	2.0377544E7	1.9586462E7	2.0744026E7	2.0444406E7	2.1637044E7	2.3812272E7	2.1987764E7	2.0723856E7	2.2063342E7	1.4451918E7	0.0	0.0	
sp|Q96HY6|DDRGK_HUMAN	Q96HY6	DDRGK_HUMAN	DDRGK1	314	Homo sapiens	1:Experimental evidence at protein level	DDRGK domain-containing protein 1	1.0	0.999	4	20	20	20	2	1	3	0	0	0	0	5	3	2	1	0	1	1	1	0	0	0	2	1	3	0	0	0	0	5	3	2	1	0	1	1	1	0	0	0	2	1	3	0	0	0	0	5	3	2	1	0	1	1	1	0	0	0	2.054509E7	1.8109972E7	2.12042E7	0.0	0.0	0.0	0.0	2.3279692E7	1.750339E7	2.377836E7	1.6697083E7	1.377063E7	1.6080215E7	1.9702682E7	2.00964E7	0.0	0.0	0.0	7247102.5	6820128.5	7601619.5	0.0	0.0	0.0	0.0	8842705.0	7744420.0	8889608.0	7748203.0	7147666.5	7817045.0	1.0202517E7	1.0385066E7	0.0	0.0	0.0	
