Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	10ngQCHeLa_75umC8_0min_1x_01 Spectral Count	10ngQCHeLa_75umC8_0min_1x_02 Spectral Count	10ngQCHeLa_75umC8_0min_1x_03 Spectral Count	200pgQCHeLa_75umC8_0min_1x_00 Spectral Count	200pgQCHeLa_75umC8_0min_1x_01 Spectral Count	200pgQCHeLa_75umC8_0min_1x_02 Spectral Count	200pgQCHeLa_75umC8_0min_1x_03 Spectral Count	20ngQCHeLa_75umC8_0min_1x_01 Spectral Count	20ngQCHeLa_75umC8_0min_1x_02 Spectral Count	20ngQCHeLa_75umC8_0min_1x_03 Spectral Count	2ngQCHeLa_75umC8_0min_1x_01 Spectral Count	2ngQCHeLa_75umC8_0min_1x_02 Spectral Count	2ngQCHeLa_75umC8_0min_1x_03 Spectral Count	Blank_75umC8_0min_1x_01 Spectral Count	Blank_75umC8_0min_1x_02 Spectral Count	Blank_75umC8_0min_1x_03 Spectral Count	10ngQCHeLa_75umC8_0min_1x_01 Unique Spectral Count	10ngQCHeLa_75umC8_0min_1x_02 Unique Spectral Count	10ngQCHeLa_75umC8_0min_1x_03 Unique Spectral Count	200pgQCHeLa_75umC8_0min_1x_00 Unique Spectral Count	200pgQCHeLa_75umC8_0min_1x_01 Unique Spectral Count	200pgQCHeLa_75umC8_0min_1x_02 Unique Spectral Count	200pgQCHeLa_75umC8_0min_1x_03 Unique Spectral Count	20ngQCHeLa_75umC8_0min_1x_01 Unique Spectral Count	20ngQCHeLa_75umC8_0min_1x_02 Unique Spectral Count	20ngQCHeLa_75umC8_0min_1x_03 Unique Spectral Count	2ngQCHeLa_75umC8_0min_1x_01 Unique Spectral Count	2ngQCHeLa_75umC8_0min_1x_02 Unique Spectral Count	2ngQCHeLa_75umC8_0min_1x_03 Unique Spectral Count	Blank_75umC8_0min_1x_01 Unique Spectral Count	Blank_75umC8_0min_1x_02 Unique Spectral Count	Blank_75umC8_0min_1x_03 Unique Spectral Count	10ngQCHeLa_75umC8_0min_1x_01 Total Spectral Count	10ngQCHeLa_75umC8_0min_1x_02 Total Spectral Count	10ngQCHeLa_75umC8_0min_1x_03 Total Spectral Count	200pgQCHeLa_75umC8_0min_1x_00 Total Spectral Count	200pgQCHeLa_75umC8_0min_1x_01 Total Spectral Count	200pgQCHeLa_75umC8_0min_1x_02 Total Spectral Count	200pgQCHeLa_75umC8_0min_1x_03 Total Spectral Count	20ngQCHeLa_75umC8_0min_1x_01 Total Spectral Count	20ngQCHeLa_75umC8_0min_1x_02 Total Spectral Count	20ngQCHeLa_75umC8_0min_1x_03 Total Spectral Count	2ngQCHeLa_75umC8_0min_1x_01 Total Spectral Count	2ngQCHeLa_75umC8_0min_1x_02 Total Spectral Count	2ngQCHeLa_75umC8_0min_1x_03 Total Spectral Count	Blank_75umC8_0min_1x_01 Total Spectral Count	Blank_75umC8_0min_1x_02 Total Spectral Count	Blank_75umC8_0min_1x_03 Total Spectral Count	10ngQCHeLa_75umC8_0min_1x_01 Intensity	10ngQCHeLa_75umC8_0min_1x_02 Intensity	10ngQCHeLa_75umC8_0min_1x_03 Intensity	200pgQCHeLa_75umC8_0min_1x_00 Intensity	200pgQCHeLa_75umC8_0min_1x_01 Intensity	200pgQCHeLa_75umC8_0min_1x_02 Intensity	200pgQCHeLa_75umC8_0min_1x_03 Intensity	20ngQCHeLa_75umC8_0min_1x_01 Intensity	20ngQCHeLa_75umC8_0min_1x_02 Intensity	20ngQCHeLa_75umC8_0min_1x_03 Intensity	2ngQCHeLa_75umC8_0min_1x_01 Intensity	2ngQCHeLa_75umC8_0min_1x_02 Intensity	2ngQCHeLa_75umC8_0min_1x_03 Intensity	Blank_75umC8_0min_1x_01 Intensity	Blank_75umC8_0min_1x_02 Intensity	Blank_75umC8_0min_1x_03 Intensity	10ngQCHeLa_75umC8_0min_1x_01 MaxLFQ Intensity	10ngQCHeLa_75umC8_0min_1x_02 MaxLFQ Intensity	10ngQCHeLa_75umC8_0min_1x_03 MaxLFQ Intensity	200pgQCHeLa_75umC8_0min_1x_00 MaxLFQ Intensity	200pgQCHeLa_75umC8_0min_1x_01 MaxLFQ Intensity	200pgQCHeLa_75umC8_0min_1x_02 MaxLFQ Intensity	200pgQCHeLa_75umC8_0min_1x_03 MaxLFQ Intensity	20ngQCHeLa_75umC8_0min_1x_01 MaxLFQ Intensity	20ngQCHeLa_75umC8_0min_1x_02 MaxLFQ Intensity	20ngQCHeLa_75umC8_0min_1x_03 MaxLFQ Intensity	2ngQCHeLa_75umC8_0min_1x_01 MaxLFQ Intensity	2ngQCHeLa_75umC8_0min_1x_02 MaxLFQ Intensity	2ngQCHeLa_75umC8_0min_1x_03 MaxLFQ Intensity	Blank_75umC8_0min_1x_01 MaxLFQ Intensity	Blank_75umC8_0min_1x_02 MaxLFQ Intensity	Blank_75umC8_0min_1x_03 MaxLFQ Intensity	Indistinguishable Proteins
sp|P62826|RAN_HUMAN	P62826	RAN_HUMAN	RAN	216	Homo sapiens	1:Experimental evidence at protein level	GTP-binding nuclear protein Ran	1.0	0.999	9	143	143	143	12	13	10	6	7	8	7	14	16	15	13	10	12	0	0	0	12	13	10	6	7	8	7	14	16	15	13	10	12	0	0	0	12	13	10	6	7	8	7	14	16	15	13	10	12	0	0	0	1.07020506E9	1.03856646E9	1.13204058E9	8.4523776E8	7.564688E8	1.27133133E9	9.8496589E8	1.08367898E9	1.08599002E9	1.084608E9	1.17368973E9	1.20120128E9	1.09492288E9	0.0	0.0	0.0	2.64361056E8	2.48028832E8	2.87099808E8	2.78804928E8	3.11413888E8	3.21177024E8	3.42629664E8	2.57117552E8	2.56931664E8	2.61010368E8	3.094136E8	3.17533984E8	2.90691744E8	0.0	0.0	0.0	
sp|P62829|RL23_HUMAN	P62829	RL23_HUMAN	RPL23	140	Homo sapiens	1:Experimental evidence at protein level	60S ribosomal protein L23	1.0	0.999	5	103	103	103	12	15	11	2	2	1	2	13	11	9	9	7	9	0	0	0	12	15	11	2	2	1	2	13	11	9	9	7	9	0	0	0	12	15	11	2	2	1	2	13	11	9	9	7	9	0	0	0	4.20986464E8	4.26327712E8	4.30864384E8	4.08330304E8	4.6580528E8	3.57712E8	4.55442784E8	4.7456384E8	4.62890176E8	4.59466624E8	4.21337728E8	4.2781072E8	4.12626752E8	0.0	0.0	0.0	1.75720176E8	1.68516816E8	1.89904912E8	4.42594848E8	2.60548336E8	2.42930768E8	2.25016896E8	1.72101824E8	1.68637904E8	1.72611312E8	1.85981744E8	1.97130656E8	2.04318864E8	0.0	0.0	0.0	
sp|P62834|RAP1A_HUMAN	P62834	RAP1A_HUMAN	RAP1A	184	Homo sapiens	1:Experimental evidence at protein level	Ras-related protein Rap-1A	1.0	0.9986	6	4	4	31	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	3	5	3	0	0	0	0	4	5	5	2	2	2	0	0	0	1.0219517E7	9910644.0	2461732.8	0.0	0.0	0.0	0.0	1.3337763E7	1.8948574E7	1.2233513E7	0.0	0.0	4137663.5	0.0	0.0	0.0	8093290.5	7606585.0	0.0	0.0	0.0	0.0	0.0	1.0430034E7	1.3150209E7	9370061.0	0.0	0.0	3361042.2	0.0	0.0	0.0	
sp|P62841|RS15_HUMAN	P62841	RS15_HUMAN	RPS15	145	Homo sapiens	1:Experimental evidence at protein level	40S ribosomal protein S15	1.0	0.999	2	29	29	29	1	4	2	0	1	0	0	6	4	8	1	1	1	0	0	0	1	4	2	0	1	0	0	6	4	8	1	1	1	0	0	0	1	4	2	0	1	0	0	6	4	8	1	1	1	0	0	0	5.042792E7	6.1986176E7	5.3384416E7	2.686291E7	3.9947608E7	3.7414752E7	0.0	7.4989312E7	7.194972E7	8.0914576E7	4.1372592E7	5.1753684E7	5.1170168E7	0.0	0.0	0.0	3.5040892E7	2.8674506E7	3.335423E7	0.0	0.0	0.0	0.0	4.531228E7	4.2401556E7	5.148132E7	3.0937234E7	3.7982312E7	2.2792894E7	0.0	0.0	0.0	
sp|P62847|RS24_HUMAN	P62847	RS24_HUMAN	RPS24	133	Homo sapiens	1:Experimental evidence at protein level	40S ribosomal protein S24	1.0	0.999	3	48	48	48	4	5	4	1	2	1	1	7	4	7	5	3	4	0	0	0	4	5	4	1	2	1	1	7	4	7	5	3	4	0	0	0	4	5	4	1	2	1	1	7	4	7	5	3	4	0	0	0	2.48750576E8	2.36884928E8	2.44267232E8	1.15295568E8	1.12843016E8	8.6683536E7	1.53509456E8	2.46842784E8	2.41158256E8	2.48147088E8	2.78108608E8	2.10325776E8	2.72306304E8	0.0	0.0	0.0	8.4021304E7	7.3624024E7	8.840312E7	0.0	0.0	0.0	5.9824724E7	1.01745712E8	1.14969144E8	1.09696904E8	8.553216E7	1.03783736E8	6.3557548E7	0.0	0.0	0.0	
sp|P62851|RS25_HUMAN	P62851	RS25_HUMAN	RPS25	125	Homo sapiens	1:Experimental evidence at protein level	40S ribosomal protein S25	1.0	0.999	4	74	74	74	6	7	5	4	3	4	4	7	8	6	6	7	7	0	0	0	6	7	5	4	3	4	4	7	8	6	6	7	7	0	0	0	6	7	5	4	3	4	4	7	8	6	6	7	7	0	0	0	3.95935072E8	3.6724064E8	3.9695136E8	4.52938528E8	4.4461168E8	4.4899664E8	4.78204928E8	3.60459552E8	3.44865952E8	3.55704704E8	4.69606304E8	4.79448512E8	4.5173952E8	0.0	0.0	0.0	1.4186368E8	1.29558568E8	1.41647648E8	1.73561168E8	1.66455056E8	1.65471184E8	1.81921264E8	1.2530384E8	1.21580152E8	1.27311816E8	1.70753632E8	1.75293968E8	1.64882208E8	0.0	0.0	0.0	
sp|P62854|RS26_HUMAN	P62854	RS26_HUMAN	RPS26	115	Homo sapiens	1:Experimental evidence at protein level	40S ribosomal protein S26	1.0	0.999	3	32	12	32	2	4	4	1	2	2	2	3	3	3	2	2	2	0	0	0	1	1	1	0	1	1	1	1	1	1	1	1	1	0	0	0	2	4	4	1	2	2	2	3	3	3	2	2	2	0	0	0	1.46805472E8	1.47848864E8	1.47170816E8	1.33354016E8	1.46767408E8	1.38603456E8	1.511612E8	1.48704032E8	1.3597064E8	1.56018976E8	1.29145344E8	1.23363984E8	1.27231544E8	0.0	0.0	0.0	8.0196128E7	7.9072352E7	8.3058792E7	7.7717008E7	8.5673936E7	8.0974856E7	8.831376E7	7.5874624E7	7.155504E7	7.7411504E7	7.54322E7	7.1972992E7	7.650636E7	0.0	0.0	0.0	
sp|P62857|RS28_HUMAN	P62857	RS28_HUMAN	RPS28	69	Homo sapiens	1:Experimental evidence at protein level	40S ribosomal protein S28	1.0	0.999	2	31	31	31	3	3	2	1	1	2	2	3	2	4	3	2	3	0	0	0	3	3	2	1	1	2	2	3	2	4	3	2	3	0	0	0	3	3	2	1	1	2	2	3	2	4	3	2	3	0	0	0	1.6159624E8	1.65142912E8	1.56673584E8	0.0	1.4243008E8	1.38962992E8	1.61538464E8	1.87016288E8	1.6381192E8	1.76886224E8	1.45814224E8	1.5747032E8	1.42507056E8	0.0	0.0	0.0	1.25440008E8	1.24612168E8	1.12824984E8	0.0	1.78540496E8	2.0584048E8	1.07947984E8	1.2358144E8	1.07903576E8	1.4776328E8	1.16068792E8	1.16733704E8	1.1334484E8	0.0	0.0	0.0	
sp|P62861|RS30_HUMAN	P62861	RS30_HUMAN	FAU	59	Homo sapiens	1:Experimental evidence at protein level	40S ribosomal protein S30	0.9711	0.999	1	16	16	16	1	2	1	1	1	1	1	1	2	1	2	1	1	0	0	0	1	2	1	1	1	1	1	1	2	1	2	1	1	0	0	0	1	2	1	1	1	1	1	1	2	1	2	1	1	0	0	0	1.26200128E8	1.2275836E8	1.2891196E8	1.21633416E8	1.2221076E8	9.8550224E7	1.13319576E8	1.20636152E8	1.17635336E8	1.20609656E8	1.23949688E8	1.28398392E8	1.21663528E8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P62873|GBB1_HUMAN	P62873	GBB1_HUMAN	GNB1	340	Homo sapiens	1:Experimental evidence at protein level	Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1	1.0	0.999	9	63	31	63	4	6	4	1	2	2	1	10	8	10	5	4	6	0	0	0	2	3	2	0	1	1	0	4	4	5	3	3	3	0	0	0	4	6	4	1	2	2	1	10	8	10	5	4	6	0	0	0	5.9559352E7	6.7973608E7	6.7777288E7	0.0	3.0478438E7	1.2777688E7	2.9817106E7	8.762168E7	8.0652328E7	8.9327824E7	5.8963172E7	6.0579808E7	6.2316536E7	0.0	0.0	0.0	1.3239226E7	1.2440776E7	1.490918E7	0.0	1.6156258E7	1.0685186E7	1.5915991E7	1.3952732E7	1.3171586E7	1.3189735E7	1.4511593E7	1.5219578E7	1.3923445E7	0.0	0.0	0.0	
sp|P62875|RPAB5_HUMAN	P62875	RPAB5_HUMAN	POLR2L	67	Homo sapiens	1:Experimental evidence at protein level	DNA-directed RNA polymerases I, II, and III subunit RPABC5	0.9393	0.9978	1	7	7	7	1	1	1	0	0	0	0	1	1	1	1	0	0	0	0	0	1	1	1	0	0	0	0	1	1	1	1	0	0	0	0	0	1	1	1	0	0	0	0	1	1	1	1	0	0	0	0	0	5737035.5	5830277.5	4735721.5	0.0	0.0	0.0	0.0	5133766.0	5297084.0	5273316.5	7621057.5	8024733.5	7112115.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P62877|RBX1_HUMAN	P62877	RBX1_HUMAN	RBX1	108	Homo sapiens	1:Experimental evidence at protein level	E3 ubiquitin-protein ligase RBX1	1.0	0.999	2	7	7	7	0	1	0	0	0	0	0	0	2	1	0	1	2	0	0	0	0	1	0	0	0	0	0	0	2	1	0	1	2	0	0	0	0	1	0	0	0	0	0	0	2	1	0	1	2	0	0	0	2.4468782E7	2.2511432E7	1.8924744E7	0.0	8653682.0	0.0	0.0	1.6931382E7	1.829935E7	2.212281E7	1.8394922E7	1.7615812E7	1.7163282E7	0.0	0.0	0.0	1.6538294E7	1.3485766E7	1.3109307E7	0.0	0.0	0.0	0.0	1.3119729E7	9771770.0	1.2923402E7	1.9549732E7	1.742031E7	1.9164944E7	0.0	0.0	0.0	
sp|P62879|GBB2_HUMAN	P62879	GBB2_HUMAN	GNB2	340	Homo sapiens	1:Experimental evidence at protein level	Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-2	1.0	0.999	8	31	26	63	3	4	2	0	0	0	1	3	4	4	4	3	3	0	0	0	3	3	2	0	0	0	1	2	3	3	3	3	3	0	0	0	5	7	4	1	1	1	2	9	8	9	6	4	6	0	0	0	5.5126204E7	5.3109004E7	5.4677168E7	0.0	0.0	1.7525886E7	4.0450736E7	5.2522912E7	5.4137348E7	5.40433E7	6.13465E7	6.0728144E7	5.8392228E7	0.0	0.0	0.0	1.9003554E7	1.8287364E7	1.8802566E7	0.0	0.0	0.0	2.2046744E7	1.8235438E7	1.8804944E7	1.8753876E7	2.0732276E7	2.0937904E7	1.9893376E7	0.0	0.0	0.0	
sp|P62888|RL30_HUMAN	P62888	RL30_HUMAN	RPL30	115	Homo sapiens	1:Experimental evidence at protein level	60S ribosomal protein L30	1.0	0.999	5	82	82	82	10	8	7	2	4	2	4	10	7	8	6	8	6	0	0	0	10	8	7	2	4	2	4	10	7	8	6	8	6	0	0	0	10	8	7	2	4	2	4	10	7	8	6	8	6	0	0	0	3.84734304E8	3.73906592E8	3.79305312E8	2.46881616E8	3.23739328E8	2.67762736E8	3.66866816E8	4.10737312E8	4.02659328E8	4.25545952E8	3.77165728E8	3.90648672E8	3.62442496E8	0.0	0.0	0.0	1.45261072E8	1.37568944E8	1.48311504E8	1.2855976E8	1.34514944E8	1.06536136E8	1.4077448E8	1.52207104E8	1.46990128E8	1.5156928E8	1.4817728E8	1.45952112E8	1.41023184E8	0.0	0.0	0.0	
sp|P62891|RL39_HUMAN	P62891	RL39_HUMAN	RPL39	51	Homo sapiens	1:Experimental evidence at protein level	60S ribosomal protein L39	0.9993	0.999	1	9	0	9	1	1	1	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	1	1	1	1	1	0	0	0	3.1890176E7	2.6916112E7	3.6144636E7	0.0	0.0	0.0	0.0	4.342206E7	4.1495632E7	4.3610672E7	2.7030354E7	2.9673912E7	2.0732282E7	0.0	0.0	0.0	2.9347428E7	2.648406E7	3.2242002E7	0.0	0.0	0.0	0.0	4.2338996E7	4.0491436E7	4.2169604E7	0.0	0.0	1.6053773E7	0.0	0.0	0.0	sp|Q59GN2|R39L5_HUMAN
sp|P62899|RL31_HUMAN	P62899	RL31_HUMAN	RPL31	125	Homo sapiens	1:Experimental evidence at protein level	60S ribosomal protein L31	1.0	0.999	6	39	39	39	4	2	3	1	2	2	2	5	3	5	3	4	3	0	0	0	4	2	3	1	2	2	2	5	3	5	3	4	3	0	0	0	4	2	3	1	2	2	2	5	3	5	3	4	3	0	0	0	1.85508896E8	1.83647392E8	1.77697296E8	4.44185E7	1.76940096E8	1.48045344E8	1.87837552E8	1.81536208E8	1.89489936E8	1.8335256E8	1.939432E8	1.82228176E8	1.73596736E8	0.0	0.0	0.0	9.8956736E7	8.944516E7	9.7399808E7	0.0	9.3109048E7	9.2642568E7	1.02875E8	9.019344E7	8.9408144E7	9.1428384E7	1.05556416E8	1.08188352E8	9.829964E7	0.0	0.0	0.0	
sp|P62906|RL10A_HUMAN	P62906	RL10A_HUMAN	RPL10A	217	Homo sapiens	1:Experimental evidence at protein level	60S ribosomal protein L10a	1.0	0.999	8	130	130	130	14	16	9	6	3	4	5	14	12	13	12	8	14	0	0	0	14	16	9	6	3	4	5	14	12	13	12	8	14	0	0	0	14	16	9	6	3	4	5	14	12	13	12	8	14	0	0	0	7.3745958E8	7.158329E8	7.2828832E8	2.45641616E8	5.15415456E8	4.33121344E8	4.44493248E8	7.0299962E8	7.1950035E8	7.2472979E8	7.3125485E8	6.6722611E8	7.0603264E8	0.0	0.0	0.0	1.43414016E8	1.40562192E8	1.46937168E8	1.24900824E8	1.29076504E8	1.31052976E8	1.38901392E8	1.5550792E8	1.57444144E8	1.54907552E8	1.41193584E8	1.47199472E8	1.40265168E8	0.0	0.0	0.0	
sp|P62910|RL32_HUMAN	P62910	RL32_HUMAN	RPL32	135	Homo sapiens	1:Experimental evidence at protein level	60S ribosomal protein L32	1.0	0.999	6	89	89	89	8	9	8	1	3	3	3	10	8	8	10	8	10	0	0	0	8	9	8	1	3	3	3	10	8	8	10	8	10	0	0	0	8	9	8	1	3	3	3	10	8	8	10	8	10	0	0	0	2.5910032E8	2.45554976E8	2.59250272E8	2.6430916E7	1.97437632E8	1.3820256E8	1.35882352E8	2.53420528E8	2.50408832E8	2.50535312E8	2.79503072E8	2.62137664E8	2.63494288E8	0.0	0.0	0.0	7.665728E7	7.4437672E7	7.2381872E7	0.0	1.08571568E8	6.1265196E7	5.9757468E7	6.391246E7	6.3813008E7	6.1703192E7	8.1742456E7	7.3235736E7	7.8490552E7	0.0	0.0	0.0	
sp|P62913|RL11_HUMAN	P62913	RL11_HUMAN	RPL11	178	Homo sapiens	1:Experimental evidence at protein level	60S ribosomal protein L11	1.0	0.999	4	53	53	53	4	6	4	3	3	3	2	6	6	5	4	3	4	0	0	0	4	6	4	3	3	3	2	6	6	5	4	3	4	0	0	0	4	6	4	3	3	3	2	6	6	5	4	3	4	0	0	0	3.61459488E8	3.35314176E8	3.6175136E8	4.1210928E8	3.81819968E8	3.64113536E8	3.98111808E8	3.502024E8	3.52241472E8	3.32890176E8	4.0284224E8	4.08878976E8	3.8206384E8	0.0	0.0	0.0	1.980992E8	1.8470912E8	2.09212624E8	2.7910128E8	2.51174832E8	2.45053424E8	2.66510704E8	1.9579408E8	1.97301072E8	1.88264416E8	2.32217904E8	2.26477104E8	2.09421712E8	0.0	0.0	0.0	
sp|P62917|RL8_HUMAN	P62917	RL8_HUMAN	RPL8	257	Homo sapiens	1:Experimental evidence at protein level	60S ribosomal protein L8	1.0	0.999	7	77	77	77	9	8	8	2	2	2	2	7	7	10	6	6	8	0	0	0	9	8	8	2	2	2	2	7	7	10	6	6	8	0	0	0	9	8	8	2	2	2	2	7	7	10	6	6	8	0	0	0	2.8318736E8	2.84701888E8	2.86360672E8	1.32035312E8	2.05657136E8	1.77839728E8	2.42131824E8	2.66199456E8	2.59512384E8	2.799592E8	2.44561264E8	2.14795392E8	2.23958976E8	0.0	0.0	0.0	1.18921496E8	1.0896468E8	1.13616544E8	0.0	1.18074616E8	1.22595032E8	1.55196624E8	9.4666008E7	9.1117736E7	9.5112632E7	1.15059968E8	1.19836424E8	1.23491576E8	0.0	0.0	0.0	
sp|P62937|PPIA_HUMAN	P62937	PPIA_HUMAN	PPIA	165	Homo sapiens	1:Experimental evidence at protein level	Peptidyl-prolyl cis-trans isomerase A	1.0	0.999	10	291	224	291	30	33	28	10	9	12	14	29	28	30	24	20	24	0	0	0	24	26	22	8	7	9	10	22	21	23	18	15	19	0	0	0	30	33	28	10	9	12	14	29	28	30	24	20	24	0	0	0	3.64078438E9	3.50365363E9	3.64036838E9	2.51605734E9	2.48432998E9	2.61681766E9	2.98666138E9	3.7458263E9	3.6714391E9	3.82091597E9	3.38563942E9	3.49965056E9	3.18376397E9	0.0	0.0	0.0	9.4404224E8	9.0318426E8	9.2376614E8	9.1658682E8	8.991968E8	7.389703E8	7.4493786E8	8.7819814E8	7.646057E8	8.4218771E8	8.7649005E8	9.0182541E8	8.7283187E8	0.0	0.0	0.0	
sp|P62942|FKB1A_HUMAN	P62942	FKB1A_HUMAN	FKBP1A	108	Homo sapiens	1:Experimental evidence at protein level	Peptidyl-prolyl cis-trans isomerase FKBP1A	1.0	0.999	4	29	29	29	3	3	4	1	1	1	0	4	4	4	1	2	1	0	0	0	3	3	4	1	1	1	0	4	4	4	1	2	1	0	0	0	3	3	4	1	1	1	0	4	4	4	1	2	1	0	0	0	5.2141368E7	5.4204216E7	5.9258616E7	1.712135E7	2.5504282E7	2.6603748E7	2.4471908E7	5.1570228E7	6.6238772E7	4.9948176E7	4.0162336E7	4.7699944E7	3.585912E7	0.0	0.0	0.0	2.493829E7	2.4417608E7	2.763566E7	0.0	0.0	0.0	0.0	3.5746272E7	3.6750192E7	3.4809216E7	1.7976912E7	2.1142842E7	1.5024282E7	0.0	0.0	0.0	
sp|P62979|RS27A_HUMAN	P62979	RS27A_HUMAN	RPS27A	156	Homo sapiens	1:Experimental evidence at protein level	Ubiquitin-40S ribosomal protein S27a	1.0	0.999	6	121	35	121	10	14	13	3	5	5	6	11	11	11	11	10	11	0	0	0	2	5	3	0	1	1	2	3	4	4	3	3	4	0	0	0	10	14	13	3	5	5	6	11	11	11	11	10	11	0	0	0	2.18778957E9	2.09340454E9	2.18769843E9	2.45972147E9	2.20483123E9	2.12521587E9	2.18939238E9	2.15128909E9	2.17744256E9	2.19451597E9	2.27505152E9	2.28225459E9	2.21503744E9	0.0	0.0	0.0	1.35837158E9	1.2799776E9	1.36765466E9	1.49633946E9	1.395248E9	1.30443315E9	1.30344909E9	1.29413555E9	1.29544307E9	1.28807066E9	1.39934963E9	1.4344896E9	1.38503347E9	0.0	0.0	0.0	
sp|P62993|GRB2_HUMAN	P62993	GRB2_HUMAN	GRB2	217	Homo sapiens	1:Experimental evidence at protein level	Growth factor receptor-bound protein 2	0.9997	0.9989	2	8	8	8	1	1	1	0	0	0	0	2	1	2	0	0	0	0	0	0	1	1	1	0	0	0	0	2	1	2	0	0	0	0	0	0	1	1	1	0	0	0	0	2	1	2	0	0	0	0	0	0	7464264.5	6974210.0	7967923.5	0.0	0.0	0.0	0.0	7588925.5	7439570.5	7761274.5	4888966.5	5413854.5	4826533.5	0.0	0.0	0.0	6068827.5	5418156.0	6798386.5	0.0	0.0	0.0	0.0	5691267.5	5428868.5	6059743.5	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P62995|TRA2B_HUMAN	P62995	TRA2B_HUMAN	TRA2B	288	Homo sapiens	1:Experimental evidence at protein level	Transformer-2 protein homolog beta	1.0	0.999	5	28	28	28	2	5	2	0	1	0	0	5	3	6	2	0	2	0	0	0	2	5	2	0	1	0	0	5	3	6	2	0	2	0	0	0	2	5	2	0	1	0	0	5	3	6	2	0	2	0	0	0	6.9125E7	7.1836E7	6.8629824E7	0.0	2.1606716E7	0.0	1.6735983E7	6.781932E7	5.8017368E7	7.4037568E7	5.4168992E7	4.5827444E7	4.8534504E7	0.0	0.0	0.0	3.89652E7	4.243692E7	3.8390828E7	0.0	0.0	0.0	0.0	3.6954136E7	3.1914458E7	3.9928004E7	2.8197942E7	2.245649E7	2.4225282E7	0.0	0.0	0.0	
sp|P63000|RAC1_HUMAN	P63000	RAC1_HUMAN	RAC1	192	Homo sapiens	1:Experimental evidence at protein level	Ras-related C3 botulinum toxin substrate 1	1.0	0.999	7	65	25	65	8	9	7	0	1	1	1	7	7	7	6	6	5	0	0	0	3	4	3	0	1	0	0	3	3	3	2	1	2	0	0	0	8	9	7	0	1	1	1	7	7	7	6	6	5	0	0	0	1.25735984E8	1.2006624E8	1.32357536E8	0.0	6.12216E7	3.4078692E7	2.458862E7	1.22704016E8	1.1697168E8	1.20956632E8	1.224218E8	1.38487264E8	1.31344144E8	0.0	0.0	0.0	2.792948E7	2.6101356E7	2.8540466E7	0.0	2.5691644E7	2.4546274E7	2.1741718E7	2.4541782E7	2.3634732E7	2.3937144E7	3.3427702E7	3.303699E7	3.126566E7	0.0	0.0	0.0	
sp|P63010|AP2B1_HUMAN	P63010	AP2B1_HUMAN	AP2B1	937	Homo sapiens	1:Experimental evidence at protein level	AP-2 complex subunit beta	1.0	0.999	23	108	42	108	10	14	8	0	0	0	0	19	17	17	8	7	8	0	0	0	5	6	3	0	0	0	0	11	7	9	0	0	1	0	0	0	10	14	8	0	0	0	0	19	17	17	8	7	8	0	0	0	1.76524928E8	2.11672672E8	1.99733792E8	0.0	2.008697E7	1.4366045E7	1.41116E7	2.38479888E8	1.92128832E8	1.96441824E8	1.67109808E8	1.88690624E8	1.7856264E8	0.0	0.0	0.0	1.8553374E7	1.7589442E7	1.8062742E7	0.0	1.8419082E7	9455755.0	1.3233074E7	1.8285266E7	1.836315E7	1.8460226E7	2.1082722E7	2.0548114E7	1.9491406E7	0.0	0.0	0.0	
sp|P63092|GNAS2_HUMAN	P63092	GNAS2_HUMAN	GNAS	394	Homo sapiens	1:Experimental evidence at protein level	Guanine nucleotide-binding protein G(s) subunit alpha isoforms short	1.0	0.9989	7	33	0	44	5	3	4	0	0	0	0	6	6	5	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	3	5	0	0	0	1	8	7	7	2	2	4	0	0	0	2.2513032E7	2.1300808E7	2.3211318E7	0.0	0.0	0.0	0.0	2.903999E7	2.9513846E7	2.785155E7	1.9088076E7	1.9813724E7	2.0244226E7	0.0	0.0	0.0	7261069.5	6752551.5	7505675.5	0.0	0.0	0.0	0.0	7792517.5	7725577.5	7469993.5	6824746.0	7332899.5	7566397.0	0.0	0.0	0.0	sp|Q5JWF2|GNAS1_HUMAN
