Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	10ngQCHeLa_ColTT1_ForwardFlush_01 Spectral Count	10ngQCHeLa_ColTT1_ForwardFlush_02 Spectral Count	10ngQCHeLa_ColTT1_ForwardFlush_03 Spectral Count	200pgQCHeLa_ColTT1_ForwardFlush_00 Spectral Count	200pgQCHeLa_ColTT1_ForwardFlush_01 Spectral Count	200pgQCHeLa_ColTT1_ForwardFlush_02 Spectral Count	200pgQCHeLa_ColTT1_ForwardFlush_03 Spectral Count	10ngQCHeLa_ColTT1_ForwardFlush_01 Unique Spectral Count	10ngQCHeLa_ColTT1_ForwardFlush_02 Unique Spectral Count	10ngQCHeLa_ColTT1_ForwardFlush_03 Unique Spectral Count	200pgQCHeLa_ColTT1_ForwardFlush_00 Unique Spectral Count	200pgQCHeLa_ColTT1_ForwardFlush_01 Unique Spectral Count	200pgQCHeLa_ColTT1_ForwardFlush_02 Unique Spectral Count	200pgQCHeLa_ColTT1_ForwardFlush_03 Unique Spectral Count	10ngQCHeLa_ColTT1_ForwardFlush_01 Total Spectral Count	10ngQCHeLa_ColTT1_ForwardFlush_02 Total Spectral Count	10ngQCHeLa_ColTT1_ForwardFlush_03 Total Spectral Count	200pgQCHeLa_ColTT1_ForwardFlush_00 Total Spectral Count	200pgQCHeLa_ColTT1_ForwardFlush_01 Total Spectral Count	200pgQCHeLa_ColTT1_ForwardFlush_02 Total Spectral Count	200pgQCHeLa_ColTT1_ForwardFlush_03 Total Spectral Count	10ngQCHeLa_ColTT1_ForwardFlush_01 Intensity	10ngQCHeLa_ColTT1_ForwardFlush_02 Intensity	10ngQCHeLa_ColTT1_ForwardFlush_03 Intensity	200pgQCHeLa_ColTT1_ForwardFlush_00 Intensity	200pgQCHeLa_ColTT1_ForwardFlush_01 Intensity	200pgQCHeLa_ColTT1_ForwardFlush_02 Intensity	200pgQCHeLa_ColTT1_ForwardFlush_03 Intensity	10ngQCHeLa_ColTT1_ForwardFlush_01 MaxLFQ Intensity	10ngQCHeLa_ColTT1_ForwardFlush_02 MaxLFQ Intensity	10ngQCHeLa_ColTT1_ForwardFlush_03 MaxLFQ Intensity	200pgQCHeLa_ColTT1_ForwardFlush_00 MaxLFQ Intensity	200pgQCHeLa_ColTT1_ForwardFlush_01 MaxLFQ Intensity	200pgQCHeLa_ColTT1_ForwardFlush_02 MaxLFQ Intensity	200pgQCHeLa_ColTT1_ForwardFlush_03 MaxLFQ Intensity	Indistinguishable Proteins
sp|P61009|SPCS3_HUMAN	P61009	SPCS3_HUMAN	SPCS3	180	Homo sapiens	1:Experimental evidence at protein level	Signal peptidase complex subunit 3	0.8216	0.9964	1	1	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0.0	4951249.5	6178673.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P61019|RAB2A_HUMAN	P61019	RAB2A_HUMAN	RAB2A	212	Homo sapiens	1:Experimental evidence at protein level	Ras-related protein Rab-2A	1.0	0.9988	5	13	3	13	5	4	4	0	0	0	0	1	1	1	0	0	0	0	5	4	4	0	0	0	0	3.0663038E7	5.769884E7	2.7464462E7	0.0	0.0	0.0	0.0	1.9860412E7	1.5963913E7	1.5057814E7	0.0	0.0	0.0	0.0	
sp|P61026|RAB10_HUMAN	P61026	RAB10_HUMAN	RAB10	200	Homo sapiens	1:Experimental evidence at protein level	Ras-related protein Rab-10	1.0	0.9978	7	11	8	48	4	2	5	0	0	0	0	3	1	4	0	0	0	0	12	12	13	3	2	3	3	2.3176452E7	3.2497116E7	2.550752E7	0.0	0.0	5195723.5	1.0890668E7	1.3142431E7	1.4270104E7	1.4145517E7	0.0	0.0	0.0	0.0	
sp|P61077|UB2D3_HUMAN	P61077	UB2D3_HUMAN	UBE2D3	147	Homo sapiens	1:Experimental evidence at protein level	Ubiquitin-conjugating enzyme E2 D3	0.762	0.9948	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2.9665092E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	sp|P62837|UB2D2_HUMAN
sp|P61081|UBC12_HUMAN	P61081	UBC12_HUMAN	UBE2M	183	Homo sapiens	1:Experimental evidence at protein level	NEDD8-conjugating enzyme Ubc12	1.0	0.9989	5	17	17	17	5	5	7	0	0	0	0	5	5	7	0	0	0	0	5	5	7	0	0	0	0	3.0499788E7	3.4874912E7	3.2697722E7	0.0	0.0	0.0	0.0	1.7866228E7	2.0120838E7	1.9281378E7	0.0	0.0	0.0	0.0	
sp|P61086|UBE2K_HUMAN	P61086	UBE2K_HUMAN	UBE2K	200	Homo sapiens	1:Experimental evidence at protein level	Ubiquitin-conjugating enzyme E2 K	1.0	0.9989	2	8	8	8	3	2	3	0	0	0	0	3	2	3	0	0	0	0	3	2	3	0	0	0	0	5.3354216E7	5.006226E7	5.197984E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P61088|UBE2N_HUMAN	P61088	UBE2N_HUMAN	UBE2N	152	Homo sapiens	1:Experimental evidence at protein level	Ubiquitin-conjugating enzyme E2 N	1.0	0.9989	4	28	8	28	7	8	7	1	1	3	1	3	3	2	0	0	0	0	7	8	7	1	1	3	1	1.06918336E8	1.02794144E8	1.00517168E8	2.6085256E7	2.784335E7	1.0069304E8	9.8714496E7	3.5546744E7	3.4766544E7	3.5131248E7	0.0	0.0	4.37364E7	4.4992112E7	
sp|P61106|RAB14_HUMAN	P61106	RAB14_HUMAN	RAB14	215	Homo sapiens	1:Experimental evidence at protein level	Ras-related protein Rab-14	1.0	0.9989	8	37	29	37	11	13	10	2	0	0	1	9	9	8	2	0	0	1	11	13	10	2	0	0	1	1.50865328E8	1.50048944E8	1.6171728E8	2.7369232E7	0.0	3.701054E7	6.4846724E7	3.6526664E7	4.0503844E7	3.96062E7	2.7978216E7	0.0	0.0	2.2740914E7	
sp|P61158|ARP3_HUMAN	P61158	ARP3_HUMAN	ACTR3	418	Homo sapiens	1:Experimental evidence at protein level	Actin-related protein 3	1.0	0.9989	6	9	9	9	3	4	2	0	0	0	0	3	4	2	0	0	0	0	3	4	2	0	0	0	0	5.7132056E7	4.5658472E7	6.2503048E7	0.0	0.0	1.1803088E7	0.0	2.1304498E7	2.011597E7	2.305696E7	0.0	0.0	0.0	0.0	
sp|P61160|ARP2_HUMAN	P61160	ARP2_HUMAN	ACTR2	394	Homo sapiens	1:Experimental evidence at protein level	Actin-related protein 2	1.0	0.9987	3	6	6	6	3	2	1	0	0	0	0	3	2	1	0	0	0	0	3	2	1	0	0	0	0	2.3963074E7	2.6528532E7	2.7083358E7	0.0	0.0	0.0	0.0	2.0494478E7	2.3281446E7	2.2898968E7	0.0	0.0	0.0	0.0	
sp|P61163|ACTZ_HUMAN	P61163	ACTZ_HUMAN	ACTR1A	376	Homo sapiens	1:Experimental evidence at protein level	Alpha-centractin	1.0	0.9957	4	8	3	8	4	1	3	0	0	0	0	2	0	1	0	0	0	0	4	1	3	0	0	0	0	1.8002822E7	1.5411868E7	2.4523268E7	0.0	0.0	0.0	0.0	1.5529112E7	9396061.0	2.2056348E7	0.0	0.0	0.0	0.0	
sp|P61165|TM258_HUMAN	P61165	TM258_HUMAN	TMEM258	79	Homo sapiens	1:Experimental evidence at protein level	Transmembrane protein 258	0.7078	0.9931	1	2	2	2	1	1	0	0	0	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	2055128.8	2834533.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P61204|ARF3_HUMAN	P61204	ARF3_HUMAN	ARF3	181	Homo sapiens	1:Experimental evidence at protein level	ADP-ribosylation factor 3	1.0	0.999	7	56	0	56	17	14	15	0	0	6	4	0	0	0	0	0	0	0	17	14	15	0	0	6	4	2.26418496E8	2.04341968E8	2.44017808E8	0.0	0.0	1.810456E8	1.86052288E8	1.04270544E8	9.218568E7	8.8874064E7	0.0	0.0	7.0864616E7	6.179194E7	sp|P84077|ARF1_HUMAN
sp|P61221|ABCE1_HUMAN	P61221	ABCE1_HUMAN	ABCE1	599	Homo sapiens	1:Experimental evidence at protein level	ATP-binding cassette sub-family E member 1	1.0	0.9977	2	6	6	6	1	2	3	0	0	0	0	1	2	3	0	0	0	0	1	2	3	0	0	0	0	3505872.2	3696068.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P61224|RAP1B_HUMAN	P61224	RAP1B_HUMAN	RAP1B	184	Homo sapiens	1:Experimental evidence at protein level	Ras-related protein Rap-1b	0.9999	0.9989	5	25	0	25	8	6	6	1	1	1	2	0	0	0	0	0	0	0	8	6	6	1	1	1	2	6.1945336E7	6.6580268E7	8.447644E7	2.3676188E7	0.0	0.0	6.8582168E7	3.1867034E7	3.3006718E7	3.6986844E7	0.0	0.0	0.0	0.0	
sp|P61247|RS3A_HUMAN	P61247	RS3A_HUMAN	RPS3A	264	Homo sapiens	1:Experimental evidence at protein level	40S ribosomal protein S3a	1.0	0.999	13	136	136	136	34	40	34	5	4	11	8	34	40	34	5	4	11	8	34	40	34	5	4	11	8	8.8601984E8	9.020736E8	8.0831859E8	3.27433632E8	2.78614336E8	6.9125862E8	7.582375E8	1.65547008E8	1.67594784E8	1.82390032E8	1.32170392E8	1.62018688E8	1.54870864E8	1.60510272E8	
sp|P61254|RL26_HUMAN	P61254	RL26_HUMAN	RPL26	145	Homo sapiens	1:Experimental evidence at protein level	60S ribosomal protein L26	1.0	0.9988	6	62	0	62	12	14	16	3	4	5	8	0	0	0	0	0	0	0	12	14	16	3	4	5	8	3.75688352E8	2.82561568E8	2.38437344E8	8.6619728E7	1.08652576E8	3.02313184E8	3.14494144E8	1.66170768E8	1.23085368E8	1.69176416E8	4.5537504E7	8.4652344E7	1.277132E8	1.2917196E8	sp|Q9UNX3|RL26L_HUMAN
sp|P61289|PSME3_HUMAN	P61289	PSME3_HUMAN	PSME3	254	Homo sapiens	1:Experimental evidence at protein level	Proteasome activator complex subunit 3	1.0	0.9989	4	16	16	16	7	6	3	0	0	0	0	7	6	3	0	0	0	0	7	6	3	0	0	0	0	3.520602E7	6.9820912E7	5.992746E7	0.0	0.0	1.6566564E7	1.6624061E7	2.0696654E7	2.1871828E7	2.1698482E7	0.0	0.0	0.0	0.0	
sp|P61313|RL15_HUMAN	P61313	RL15_HUMAN	RPL15	204	Homo sapiens	1:Experimental evidence at protein level	60S ribosomal protein L15	1.0	0.9987	9	54	54	54	15	14	13	3	4	2	3	15	14	13	3	4	2	3	15	14	13	3	4	2	3	2.47698928E8	1.9783328E8	2.00070608E8	1.03204688E8	1.0693576E8	9.6279088E7	1.25410296E8	9.4364832E7	8.906272E7	8.857728E7	0.0	0.0	0.0	9.843416E7	
sp|P61353|RL27_HUMAN	P61353	RL27_HUMAN	RPL27	136	Homo sapiens	1:Experimental evidence at protein level	60S ribosomal protein L27	1.0	0.9989	5	56	56	56	14	16	18	0	2	3	3	14	16	18	0	2	3	3	14	16	18	0	2	3	3	2.60930128E8	2.5955832E8	2.58133376E8	0.0	1.9187954E7	1.05276288E8	1.57724512E8	8.80316E7	8.6700232E7	8.8029536E7	0.0	0.0	5.0734512E7	6.0360264E7	
sp|P61513|RL37A_HUMAN	P61513	RL37A_HUMAN	RPL37A	92	Homo sapiens	1:Experimental evidence at protein level	60S ribosomal protein L37a	1.0	0.9986	4	16	6	16	6	4	5	1	0	0	0	3	1	2	0	0	0	0	6	4	5	1	0	0	0	4.9397544E7	5.0720024E7	5.002488E7	0.0	0.0	0.0	1.8695054E7	2.3978274E7	2.3955648E7	2.3472314E7	0.0	0.0	0.0	0.0	
sp|P61586|RHOA_HUMAN	P61586	RHOA_HUMAN	RHOA	193	Homo sapiens	1:Experimental evidence at protein level	Transforming protein RhoA	1.0	0.999	5	35	6	35	12	10	9	0	0	2	2	2	2	2	0	0	0	0	12	10	9	0	0	2	2	1.04122152E8	1.0732844E8	1.0856944E8	0.0	0.0	7.3460616E7	6.5483088E7	5.5038984E7	5.7554108E7	5.5831672E7	0.0	0.0	4.5497264E7	0.0	
sp|P61604|CH10_HUMAN	P61604	CH10_HUMAN	HSPE1	102	Homo sapiens	1:Experimental evidence at protein level	10 kDa heat shock protein, mitochondrial	1.0	0.999	6	116	116	116	24	23	25	8	10	14	12	24	23	25	8	10	14	12	24	23	25	8	10	14	12	7.9443558E8	7.7590362E8	7.9391379E8	3.3720752E8	6.1327744E8	7.1977338E8	7.7074688E8	2.25445168E8	2.25342608E8	2.30492416E8	1.10616112E8	2.36049296E8	2.27326032E8	2.4511736E8	
sp|P61619|S61A1_HUMAN	P61619	S61A1_HUMAN	SEC61A1	476	Homo sapiens	1:Experimental evidence at protein level	Protein transport protein Sec61 subunit alpha isoform 1	1.0	0.999	4	19	12	19	7	4	5	1	1	1	0	5	3	4	0	0	0	0	7	4	5	1	1	1	0	3.8640808E7	3.7273212E7	3.8211424E7	0.0	0.0	1.3846914E7	2.1065902E7	1.5997784E7	1.6413761E7	1.5864733E7	0.0	0.0	0.0	0.0	
sp|P61758|PFD3_HUMAN	P61758	PFD3_HUMAN	VBP1	197	Homo sapiens	1:Experimental evidence at protein level	Prefoldin subunit 3	1.0	0.9979	5	6	6	6	3	1	2	0	0	0	0	3	1	2	0	0	0	0	3	1	2	0	0	0	0	1.8269352E7	7437054.5	3946407.8	0.0	0.0	0.0	0.0	8391002.0	7080718.0	0.0	0.0	0.0	0.0	0.0	
sp|P61769|B2MG_HUMAN	P61769	B2MG_HUMAN	B2M	119	Homo sapiens	1:Experimental evidence at protein level	Beta-2-microglobulin	1.0	0.9983	2	15	15	15	5	5	4	1	0	0	0	5	5	4	1	0	0	0	5	5	4	1	0	0	0	3.1030852E7	4.263606E7	3.1446262E7	3.7107888E7	0.0	4.3438616E7	3.4723092E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P61803|DAD1_HUMAN	P61803	DAD1_HUMAN	DAD1	113	Homo sapiens	1:Experimental evidence at protein level	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit DAD1	1.0	0.9983	2	3	3	3	1	1	1	0	0	0	0	1	1	1	0	0	0	0	1	1	1	0	0	0	0	6125594.0	3847452.8	7784328.0	0.0	0.0	0.0	0.0	3143451.2	0.0	4000024.0	0.0	0.0	0.0	0.0	
sp|P61923|COPZ1_HUMAN	P61923	COPZ1_HUMAN	COPZ1	177	Homo sapiens	1:Experimental evidence at protein level	Coatomer subunit zeta-1	0.8645	0.9974	1	2	2	2	1	1	0	0	0	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	4653107.0	2574199.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P61956|SUMO2_HUMAN	P61956	SUMO2_HUMAN	SUMO2	95	Homo sapiens	1:Experimental evidence at protein level	Small ubiquitin-related modifier 2	1.0	0.999	2	15	1	15	3	4	4	0	0	2	2	0	1	0	0	0	0	0	3	4	4	0	0	2	2	8.5710208E7	9.2155072E7	8.8585168E7	0.0	0.0	9.9862408E7	9.3159792E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P61960|UFM1_HUMAN	P61960	UFM1_HUMAN	UFM1	85	Homo sapiens	1:Experimental evidence at protein level	Ubiquitin-fold modifier 1	0.8416	0.9969	1	2	2	2	1	1	0	0	0	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	4694438.5	5180219.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P61970|NTF2_HUMAN	P61970	NTF2_HUMAN	NUTF2	127	Homo sapiens	1:Experimental evidence at protein level	Nuclear transport factor 2	1.0	0.9919	2	2	2	2	1	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	3188276.5	2580231.2	1706158.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P61978|HNRPK_HUMAN	P61978	HNRPK_HUMAN	HNRNPK	463	Homo sapiens	1:Experimental evidence at protein level	Heterogeneous nuclear ribonucleoprotein K	1.0	0.999	17	247	247	247	59	63	63	12	11	19	20	59	63	63	12	11	19	20	59	63	63	12	11	19	20	1.08642547E9	1.24897485E9	1.30658061E9	4.68905088E8	4.85106304E8	8.4058554E8	9.9258163E8	1.53607856E8	1.70970928E8	1.71670576E8	1.23339416E8	1.4268136E8	1.29722008E8	1.35206368E8	
sp|P61981|1433G_HUMAN	P61981	1433G_HUMAN	YWHAG	247	Homo sapiens	1:Experimental evidence at protein level	14-3-3 protein gamma	1.0	0.999	13	57	57	218	15	13	16	3	3	4	3	15	13	16	3	3	4	3	44	42	50	20	20	21	21	1.18882624E8	1.23695832E8	2.25155328E8	7.6988992E7	8.5441288E7	7.895712E7	1.06978248E8	5.1672736E7	5.3210336E7	5.532092E7	6.4869236E7	7.1517776E7	2.8398272E7	5.0760216E7	
sp|P62081|RS7_HUMAN	P62081	RS7_HUMAN	RPS7	194	Homo sapiens	1:Experimental evidence at protein level	40S ribosomal protein S7	1.0	0.999	4	25	25	25	6	5	5	1	2	2	4	6	5	5	1	2	2	4	6	5	5	1	2	2	4	2.7123904E8	2.74081952E8	2.748568E8	0.0	2.3525086E7	1.10496552E8	1.05452144E8	1.86883056E8	1.91216176E8	1.97785056E8	0.0	3.4802412E7	9.1355992E7	8.392808E7	
sp|P62136|PP1A_HUMAN	P62136	PP1A_HUMAN	PPP1CA	330	Homo sapiens	1:Experimental evidence at protein level	Serine/threonine-protein phosphatase PP1-alpha catalytic subunit	1.0	0.9979	12	9	8	54	2	3	4	0	0	0	0	2	3	3	0	0	0	0	18	17	17	0	0	1	1	2.8564162E7	3.4582624E7	4.1485384E7	0.0	0.0	0.0	0.0	1.378456E7	1.163842E7	1.4644478E7	0.0	0.0	0.0	0.0	
sp|P62140|PP1B_HUMAN	P62140	PP1B_HUMAN	PPP1CB	327	Homo sapiens	1:Experimental evidence at protein level	Serine/threonine-protein phosphatase PP1-beta catalytic subunit	1.0	0.999	10	59	14	59	21	20	16	0	0	1	1	5	6	3	0	0	0	0	21	20	16	0	0	1	1	1.77264112E8	1.80702176E8	1.71327152E8	0.0	0.0	2.8452644E7	4.9273512E7	2.8743402E7	3.0873614E7	3.1061922E7	0.0	0.0	0.0	2.0690648E7	
sp|P62191|PRS4_HUMAN	P62191	PRS4_HUMAN	PSMC1	440	Homo sapiens	1:Experimental evidence at protein level	26S proteasome regulatory subunit 4	1.0	0.999	7	13	13	14	6	3	4	0	0	0	0	6	3	4	0	0	0	0	6	3	5	0	0	0	0	3.763342E7	3.2850794E7	4.2339844E7	0.0	0.0	0.0	0.0	1.2400342E7	1.2212754E7	1.3876626E7	0.0	0.0	0.0	0.0	
sp|P62195|PRS8_HUMAN	P62195	PRS8_HUMAN	PSMC5	406	Homo sapiens	1:Experimental evidence at protein level	26S proteasome regulatory subunit 8	1.0	0.9988	11	20	19	20	7	6	7	0	0	0	0	7	6	6	0	0	0	0	7	6	7	0	0	0	0	2.7695322E7	2.4898472E7	4.4895144E7	0.0	0.0	0.0	0.0	1.1861441E7	1.157678E7	1.1606269E7	0.0	0.0	0.0	0.0	
sp|P62241|RS8_HUMAN	P62241	RS8_HUMAN	RPS8	208	Homo sapiens	1:Experimental evidence at protein level	40S ribosomal protein S8	1.0	0.999	9	108	108	108	25	28	25	2	7	11	10	25	28	25	2	7	11	10	25	28	25	2	7	11	10	5.7033178E8	5.06712576E8	5.2308832E8	5.8112248E7	1.45722752E8	4.78103296E8	4.67305216E8	1.4165328E8	1.30783424E8	1.29540376E8	4.0773612E7	5.2624612E7	1.27915376E8	1.24273248E8	
sp|P62244|RS15A_HUMAN	P62244	RS15A_HUMAN	RPS15A	130	Homo sapiens	1:Experimental evidence at protein level	40S ribosomal protein S15a	1.0	0.9989	6	45	45	45	13	13	11	1	1	3	3	13	13	11	1	1	3	3	13	13	11	1	1	3	3	2.75963936E8	2.8575648E8	2.7438944E8	3.3981156E7	0.0	2.42115104E8	2.43420112E8	1.21024704E8	1.23682896E8	1.1788468E8	0.0	0.0	1.14423416E8	1.24814456E8	
sp|P62249|RS16_HUMAN	P62249	RS16_HUMAN	RPS16	146	Homo sapiens	1:Experimental evidence at protein level	40S ribosomal protein S16	1.0	0.999	9	104	104	104	28	28	26	4	4	8	6	28	28	26	4	4	8	6	28	28	26	4	4	8	6	5.28860864E8	4.711704E8	4.82583552E8	1.40245232E8	1.54743952E8	5.33886016E8	5.5331194E8	1.15879968E8	1.23653832E8	1.206224E8	1.41954624E8	1.27718136E8	1.07049744E8	1.23641664E8	
sp|P62258|1433E_HUMAN	P62258	1433E_HUMAN	YWHAE	255	Homo sapiens	1:Experimental evidence at protein level	14-3-3 protein epsilon	1.0	0.999	18	288	170	288	62	68	67	22	22	24	23	42	46	42	8	10	10	12	62	68	67	22	22	24	23	2.52280371E9	2.71032602E9	2.59035955E9	1.32916058E9	1.55825958E9	2.3365312E9	2.45787238E9	9.0352902E8	9.3978854E8	9.1836403E8	8.1213926E8	9.2571603E8	8.1590362E8	8.2618413E8	
sp|P62263|RS14_HUMAN	P62263	RS14_HUMAN	RPS14	151	Homo sapiens	1:Experimental evidence at protein level	40S ribosomal protein S14	1.0	0.999	4	66	66	66	16	15	14	4	5	7	5	16	15	14	4	5	7	5	16	15	14	4	5	7	5	4.33022464E8	4.45988832E8	4.5402528E8	1.28914272E8	1.22131192E8	3.27065376E8	3.16045216E8	2.1057472E8	2.06918496E8	2.17724544E8	0.0	6.7027384E7	1.71858384E8	1.90700976E8	
sp|P62266|RS23_HUMAN	P62266	RS23_HUMAN	RPS23	143	Homo sapiens	1:Experimental evidence at protein level	40S ribosomal protein S23	1.0	0.999	4	29	29	29	10	8	8	0	1	1	1	10	8	8	0	1	1	1	10	8	8	0	1	1	1	9.6709248E7	8.7469848E7	9.1204312E7	0.0	4.7722368E7	7.2105232E7	7.4514944E7	4.2640016E7	3.886088E7	4.0785392E7	0.0	0.0	4.176694E7	4.4849896E7	
sp|P62269|RS18_HUMAN	P62269	RS18_HUMAN	RPS18	152	Homo sapiens	1:Experimental evidence at protein level	40S ribosomal protein S18	1.0	0.999	10	109	109	109	27	25	27	5	8	7	10	27	25	27	5	8	7	10	27	25	27	5	8	7	10	3.58642464E8	3.92208576E8	3.8945632E8	1.78111456E8	2.1835256E8	1.68998464E8	3.11525056E8	1.83629056E8	1.91411888E8	1.87188432E8	6.1920788E7	5.5708112E7	8.9202632E7	9.892848E7	
sp|P62273|RS29_HUMAN	P62273	RS29_HUMAN	RPS29	56	Homo sapiens	1:Experimental evidence at protein level	40S ribosomal protein S29	0.901	0.9982	1	9	9	9	3	3	3	0	0	0	0	3	3	3	0	0	0	0	3	3	3	0	0	0	0	2.65494E7	3.0460492E7	2.8686946E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P62277|RS13_HUMAN	P62277	RS13_HUMAN	RPS13	151	Homo sapiens	1:Experimental evidence at protein level	40S ribosomal protein S13	1.0	0.999	8	76	76	76	17	19	19	6	3	5	7	17	19	19	6	3	5	7	17	19	19	6	3	5	7	3.38588736E8	3.57292064E8	3.38152832E8	1.51077504E8	1.7112288E8	3.20379392E8	2.45078816E8	9.2448704E7	9.6374608E7	9.0395256E7	6.7019708E7	9.9002096E7	1.13762872E8	9.3970496E7	
sp|P62280|RS11_HUMAN	P62280	RS11_HUMAN	RPS11	158	Homo sapiens	1:Experimental evidence at protein level	40S ribosomal protein S11	1.0	0.999	9	96	96	96	23	24	23	6	5	8	7	23	24	23	6	5	8	7	23	24	23	6	5	8	7	4.35236416E8	4.42490048E8	4.45188864E8	1.6725936E8	2.05934272E8	3.946272E8	4.27088064E8	7.9861248E7	7.9378808E7	8.031724E7	7.930748E7	1.0230972E8	8.0987064E7	8.2813872E7	
sp|P62304|RUXE_HUMAN	P62304	RUXE_HUMAN	SNRPE	92	Homo sapiens	1:Experimental evidence at protein level	Small nuclear ribonucleoprotein E	1.0	0.9989	1	11	11	11	3	3	3	0	1	0	1	3	3	3	0	1	0	1	3	3	3	0	1	0	1	2.0751458E7	2.2872122E7	2.4439994E7	0.0	0.0	1.0534034E7	1.5066633E7	0.0	1.3837577E7	1.5395273E7	0.0	0.0	0.0	0.0	
sp|P62306|RUXF_HUMAN	P62306	RUXF_HUMAN	SNRPF	86	Homo sapiens	1:Experimental evidence at protein level	Small nuclear ribonucleoprotein F	1.0	0.999	3	11	11	11	4	3	4	0	0	0	0	4	3	4	0	0	0	0	4	3	4	0	0	0	0	3.5314408E7	3.5210536E7	3.956636E7	0.0	0.0	0.0	1.1852677E7	1.4085905E7	1.4284876E7	1.5199933E7	0.0	0.0	0.0	0.0	
sp|P62310|LSM3_HUMAN	P62310	LSM3_HUMAN	LSM3	102	Homo sapiens	1:Experimental evidence at protein level	U6 snRNA-associated Sm-like protein LSm3	1.0	0.9983	2	4	4	4	1	2	1	0	0	0	0	1	2	1	0	0	0	0	1	2	1	0	0	0	0	7605144.5	1.0269966E7	1.0086596E7	0.0	0.0	0.0	0.0	0.0	7533408.0	7225510.5	0.0	0.0	0.0	0.0	
sp|P62314|SMD1_HUMAN	P62314	SMD1_HUMAN	SNRPD1	119	Homo sapiens	1:Experimental evidence at protein level	Small nuclear ribonucleoprotein Sm D1	1.0	0.999	2	19	19	19	5	5	5	0	0	2	2	5	5	5	0	0	2	2	5	5	5	0	0	2	2	8.5052432E7	8.0373464E7	8.0839648E7	0.0	0.0	9.2191424E7	9.3527712E7	5.2116644E7	4.8790628E7	4.9662488E7	0.0	0.0	5.5697152E7	5.690394E7	
sp|P62316|SMD2_HUMAN	P62316	SMD2_HUMAN	SNRPD2	118	Homo sapiens	1:Experimental evidence at protein level	Small nuclear ribonucleoprotein Sm D2	1.0	0.999	6	42	42	42	15	10	14	0	1	1	1	15	10	14	0	1	1	1	15	10	14	0	1	1	1	1.08384528E8	1.34132136E8	1.41168848E8	0.0	3.1345764E7	5.0461976E7	4.7810568E7	3.8677688E7	4.623766E7	4.688172E7	0.0	0.0	3.2466378E7	3.0103536E7	
sp|P62318|SMD3_HUMAN	P62318	SMD3_HUMAN	SNRPD3	126	Homo sapiens	1:Experimental evidence at protein level	Small nuclear ribonucleoprotein Sm D3	1.0	0.999	4	34	34	34	11	10	10	0	0	1	2	11	10	10	0	0	1	2	11	10	10	0	0	1	2	1.17213632E8	1.17087928E8	1.14182152E8	0.0	0.0	5.5418584E7	5.5132792E7	5.5283888E7	5.0659304E7	4.8833204E7	0.0	0.0	0.0	0.0	
sp|P62328|TYB4_HUMAN	P62328	TYB4_HUMAN	TMSB4X	44	Homo sapiens	1:Experimental evidence at protein level	Thymosin beta-4	0.9919	0.999	2	13	13	26	4	4	3	0	0	0	2	4	4	3	0	0	0	2	6	7	5	2	1	1	4	2.23934592E8	2.65952112E8	2.80439776E8	0.0	0.0	1.23610968E8	1.09120632E8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P62330|ARF6_HUMAN	P62330	ARF6_HUMAN	ARF6	175	Homo sapiens	1:Experimental evidence at protein level	ADP-ribosylation factor 6	0.9093	0.9983	1	3	3	3	1	1	1	0	0	0	0	1	1	1	0	0	0	0	1	1	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
